player_id,full_name,recent_team,season,week,pass_comp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rec,rec_yds,position,headshot_url,scrim_yds
00-0019596,Tom Brady,TB,2022,1,18,27,212,1,1,0,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",0
00-0023459,Aaron Rodgers,GB,2022,1,22,34,195,0,1,0,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",0
00-0026143,Matt Ryan,IND,2022,1,32,50,352,1,1,4,12,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",12
00-0026158,Joe Flacco,NYJ,2022,1,37,59,307,1,1,1,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg6azyjniovtgb7vdssz",0
00-0026498,Matthew Stafford,LA,2022,1,29,41,240,1,3,1,2,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eteieq8zzws1fbcgzbip",2
00-0027942,AJ Green,ARI,2022,1,0,0,0,0,0,0,0,2,13,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/guj5a9vnnzqfiljupzuj",13
00-0027944,Julio Jones,TB,2022,1,0,0,0,0,0,2,17,3,69,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zr7o7ow6cdb3ata0errd",86
00-0027966,Mark Ingram,NO,2022,1,0,0,0,0,0,4,22,1,1,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qyju9wutyssrf0b26ran",23
00-0028002,Randall Cobb,GB,2022,1,0,0,0,0,0,0,0,2,14,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wphqc5wstbm0wji2bpxk",14
00-0029239,Brandon Bolden,LV,2022,1,0,0,0,0,0,3,7,2,21,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pfjkzc83utqnmzjqe1wy",28
00-0029263,Russell Wilson,DEN,2022,1,29,42,340,1,0,1,2,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gebzv2aljujgleboe4ns",2
00-0029293,Marvin Jones,JAX,2022,1,0,0,0,0,0,0,0,4,38,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xjvmodkuzq2euwtr7o85",38
00-0029604,Kirk Cousins,MIN,2022,1,23,32,277,2,0,0,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h9ndf9ralxifgjvot2q4",0
00-0029701,Ryan Tannehill,TEN,2022,1,20,32,266,2,0,2,7,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ns30g7th6gkhjaeoivgj",7
00-0029892,Kyle Juszczyk,SF,2022,1,0,0,0,0,0,0,0,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gmhhtflwf3lekys7sa09",0
00-0030035,Adam Thielen,MIN,2022,1,0,0,0,0,0,0,0,3,36,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fuutugtpr0nikfvjwk67",36
00-0030061,Zach Ertz,ARI,2022,1,0,0,0,0,0,0,0,2,14,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u5sxvgvz0pujcgrsjenk",14
00-0030068,Marquise Goodwin,SEA,2022,1,0,0,0,0,0,0,0,2,22,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mq9ih2olutji2nufwbvj",22
00-0030108,Ryan Griffin,CHI,2022,1,0,0,0,0,0,0,0,0,0,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/izjfxtmk2dhzhrlwpt9g",0
00-0030279,Keenan Allen,LAC,2022,1,0,0,0,0,0,0,0,4,66,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i1fgxnhxvwdusljchnsv",66
00-0030288,Rex Burkhead,HOU,2022,1,0,0,0,0,0,14,40,5,30,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ysgdnkasvp07qmrkasve",70
00-0030431,Robert Woods,TEN,2022,1,0,0,0,0,0,0,0,1,13,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ksw0cui3nmzzaxwnkstl",13
00-0030506,Travis Kelce,KC,2022,1,0,0,0,0,0,0,0,8,121,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gorkhvipsk0gdqb6bo34",121
00-0030565,Geno Smith,SEA,2022,1,23,28,195,2,0,3,17,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxnzv7tz7ntlmpthfb42",17
00-0030578,Cordarrelle Patterson,ATL,2022,1,0,0,0,0,0,22,120,3,16,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ncyzuofecpl1v63vznp6",136
00-0030874,Damien Williams,ATL,2022,1,0,0,0,0,0,2,2,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",2
00-0031236,Brandin Cooks,HOU,2022,1,0,0,0,0,0,0,0,7,82,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsvyyiinddsyo87r9l3t",82
00-0031260,Logan Thomas,WAS,2022,1,0,0,0,0,0,0,0,3,45,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qzubfqjw16z37rm7se0d",45
00-0031273,Cameron Brate,TB,2022,1,0,0,0,0,0,0,0,1,7,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhioqec65qy4z7s6w9a6",7
00-0031280,Derek Carr,LV,2022,1,22,37,295,2,3,0,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l1eqjrajbnisr91dmlcl",0
00-0031325,Sammy Watkins,GB,2022,1,0,0,0,0,0,0,0,3,18,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkqk4ac4uncxocqlgp2k",18
00-0031376,Jerick McKinnon,KC,2022,1,0,0,0,0,0,4,22,3,27,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kymimlahjvox7vv3vevi",49
00-0031381,Davante Adams,LV,2022,1,0,0,0,0,0,0,0,10,141,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw",141
00-0031382,Jarvis Landry,NO,2022,1,0,0,0,0,0,0,0,7,114,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w2q9uwsjvgadwyvnvopb",114
00-0031384,Richard Rodgers,LAC,2022,1,0,0,0,0,0,0,0,0,0,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l9zei9dkcmbml3q1nshk",0
00-0031408,Mike Evans,TB,2022,1,0,0,0,0,0,0,0,5,71,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg",71
00-0031428,Allen Robinson,LA,2022,1,0,0,0,0,0,0,0,1,12,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q9aj6lloix5ocf7xk8ry",12
00-0031503,Jameis Winston,NO,2022,1,23,32,269,2,0,2,9,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dccgvojszpt06iwtmgv7",9
00-0031544,Amari Cooper,CLE,2022,1,0,0,0,0,0,0,0,3,17,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4",17
00-0031547,DeVante Parker,NE,2022,1,0,0,0,0,0,0,0,1,9,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cgbhrfcqdoe3yvpsic04",9
00-0031549,Nelson Agholor,NE,2022,1,0,0,0,0,0,0,0,3,28,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lzwbfozvtpqpht74alh0",28
00-0031588,Stefon Diggs,BUF,2022,1,0,0,0,0,0,0,0,8,122,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb",122
00-0031610,Darren Waller,LV,2022,1,0,0,0,0,0,0,0,4,79,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c7jaefxw5xiawscvnqc0",79
00-0031687,Raheem Mostert,MIA,2022,1,0,0,0,0,0,5,16,1,16,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukk92rkuyqdyx3sigj5z",32
00-0031690,Eric Tomlinson,DEN,2022,1,0,0,0,0,0,0,0,0,0,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swiwooxium4wmas8wq4c",0
00-0031763,DeAndre Carter,LAC,2022,1,0,0,0,0,0,0,0,3,64,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fgkf5m167nupk3jv3w5w",64
00-0031941,Jamison Crowder,BUF,2022,1,0,0,0,0,0,0,0,3,28,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gcupjxhtzwve2kidaulz",28
00-0032054,Breshad Perriman,TB,2022,1,0,0,0,0,0,1,-7,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zpwov1n42bi5lsqdlxhh",-7
00-0032063,Mike Davis,BAL,2022,1,0,0,0,0,0,2,11,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/csrqinegeyunycijua2q",11
00-0032104,Ameer Abdullah,LV,2022,1,0,0,0,0,0,0,0,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ischbuioesyvw4w0fjxv",0
00-0032128,Chris Conley,HOU,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kr0sv1dlpubdrigr0ve2",0
00-0032141,Geoff Swaim,TEN,2022,1,0,0,0,0,0,0,0,3,19,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkvs29elupkx2dgnhcpj",19
00-0032144,Melvin Gordon,DEN,2022,1,0,0,0,0,0,12,58,2,14,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",72
00-0032200,Ty Montgomery,NE,2022,1,0,0,0,0,0,2,-2,3,15,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u45mse464fs7zxylwudr",13
00-0032208,Phillip Dorsett,HOU,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wta1whv8pvjhmndkrnxy",0
00-0032211,Tyler Lockett,SEA,2022,1,0,0,0,0,0,0,0,3,28,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzytmhxcdxrakzklb6hw",28
00-0032214,Tyler Kroft,SF,2022,1,0,0,0,0,0,0,0,1,9,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qon8cgkz2g2m4ocwdlok",9
00-0032268,Marcus Mariota,ATL,2022,1,20,32,215,0,0,12,72,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sd59iwjj69atxaqjti1r",72
00-0032385,Sterling Shepard,NYG,2022,1,0,0,0,0,0,0,0,2,71,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ftqdcadfmh5jb4fwqqxx",71
00-0032392,Austin Hooper,TEN,2022,1,0,0,0,0,0,0,0,1,6,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvaiulwmg3f9frtbucqx",6
00-0032398,Chris Moore,HOU,2022,1,0,0,0,0,0,0,0,3,31,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qr0vpcglqsagx7trpslz",31
00-0032436,Jeff Driskel,HOU,2022,1,0,0,0,0,0,1,5,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v3jeegvxptm1esa4gckx",5
00-0032464,Kalif Raymond,DET,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbqpvuoxh80zjvgao9ww",0
00-0032602,JD McKissic,WAS,2022,1,0,0,0,0,0,3,8,3,20,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zi77vkqwrmklt5ic6lc6",28
00-0032688,Robby Anderson,CAR,2022,1,0,0,0,0,0,0,0,5,102,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jkkv44ceitqlnpze83ff",102
00-0032764,Derrick Henry,TEN,2022,1,0,0,0,0,0,21,82,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvdvmkqltz7zz7fjtopr",82
00-0032765,Michael Thomas,NO,2022,1,0,0,0,0,0,0,0,5,57,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnfqnppl5thavzfyl3rt",57
00-0032775,Demarcus Robinson,BAL,2022,1,0,0,0,0,0,0,0,2,19,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ceqqkylismka583qo9kk",19
00-0032918,CJ Ham,MIN,2022,1,0,0,0,0,0,0,0,1,6,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlpgajcnfj1kcemltu5f",6
00-0032950,Carson Wentz,WAS,2022,1,27,41,313,4,2,3,14,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/komdw34m3vpzadqftxzh",14
00-0033009,Tyler Boyd,CIN,2022,1,0,0,0,0,0,0,0,4,33,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzzhrm9gbefdpobngtzq",33
00-0033040,Tyreek Hill,MIA,2022,1,0,0,0,0,0,1,6,8,94,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be",100
00-0033045,Ezekiel Elliott,DAL,2022,1,0,0,0,0,0,10,52,1,-3,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju",49
00-0033077,Dak Prescott,DAL,2022,1,14,29,134,0,1,1,12,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu",12
00-0033090,Hunter Henry,NE,2022,1,0,0,0,0,0,0,0,2,20,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p",20
00-0033106,Jared Goff,DET,2022,1,21,37,215,2,1,1,10,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy",10
00-0033110,Tyler Higbee,LA,2022,1,0,0,0,0,0,0,0,5,39,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b6kn7vqe0iplpkgmzzv1",39
00-0033114,Mike Thomas,CIN,2022,1,0,0,0,0,0,0,0,1,5,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sytj4awk8kseyootqzec",5
00-0033118,Kenyan Drake,BAL,2022,1,0,0,0,0,0,11,31,1,15,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp5apwel9vuk49b4lykn",46
00-0033119,Jacoby Brissett,CLE,2022,1,18,32,147,1,0,4,10,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z12an2n54jj6ycouwg9h",10
00-0033217,Mo Alie-Cox,IND,2022,1,0,0,0,0,0,0,0,2,26,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/un5q3gv7t6zjuoohowwe",26
00-0033246,Johnny Mundt,MIN,2022,1,0,0,0,0,0,0,0,3,17,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjglruhtgs3eeea6zd3i",17
00-0033251,Zach Pascal,PHI,2022,1,0,0,0,0,0,0,0,1,7,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkldn6ax7j5jpv7hkgzp",7
00-0033280,Christian McCaffrey,CAR,2022,1,0,0,0,0,0,10,33,4,24,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfcr5eaays6lri4m7qum",57
00-0033282,Curtis Samuel,WAS,2022,1,0,0,0,0,0,4,17,8,55,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qqpnfdih0wi5soa8kn",72
00-0033293,Aaron Jones,GB,2022,1,0,0,0,0,0,5,49,3,27,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo8yixhsahh4gznox7th",76
00-0033307,Kendrick Bourne,NE,2022,1,0,0,0,0,0,0,0,1,41,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avjyg0eicioviziqgho2",41
00-0033308,Matt Breida,NYG,2022,1,0,0,0,0,0,5,24,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdc1k7xatfuh9s50vqtw",24
00-0033357,Taysom Hill,NO,2022,1,0,0,0,0,0,4,81,1,2,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",83
00-0033376,Patrick Ricard,BAL,2022,1,0,0,0,0,0,0,0,1,7,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfjtva8ytwkmlcehbz4c",7
00-0033386,Cody Hollister,TEN,2022,1,0,0,0,0,0,0,0,1,22,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/naicfqo1ayh448qi86xq",22
00-0033439,Pharaoh Brown,HOU,2022,1,0,0,0,0,0,0,0,1,17,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usqdlxj4jpqbtvsgaisk",17
00-0033455,Anthony Firkser,ATL,2022,1,0,0,0,0,0,0,0,1,6,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbyrto55r5ztra4hylt4",6
00-0033466,Isaiah McKenzie,BUF,2022,1,0,0,0,0,0,0,0,2,19,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm2btbgkg6s1r1hvi931",19
00-0033526,Samaje Perine,CIN,2022,1,0,0,0,0,0,1,4,3,33,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxgkgfxxsukpdfwyeauw",37
00-0033536,Mike Williams,LAC,2022,1,0,0,0,0,0,0,0,2,10,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e3r9jk7f2zl4qak0orbz",10
00-0033553,James Conner,ARI,2022,1,0,0,0,0,0,10,26,5,29,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taqsrcjxasdwhdmhallf",55
00-0033555,Mack Hollins,LV,2022,1,0,0,0,0,0,0,0,1,16,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjbgxufvchxbh9q8e6hh",16
00-0033572,Jamal Agnew,JAX,2022,1,0,0,0,0,0,1,6,1,6,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6fwq2c4wdtn1nz8vrd3",12
00-0033576,Eric Saubert,DEN,2022,1,0,0,0,0,0,0,0,0,0,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6q14gpp39btnbvlkvik",0
00-0033591,Noah Brown,DAL,2022,1,0,0,0,0,0,0,0,5,68,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r",68
00-0033662,Cooper Rush,DAL,2022,1,7,13,64,0,0,0,0,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jljqcj2lqtdzofclzxa7",0
00-0033699,Austin Ekeler,LAC,2022,1,0,0,0,0,0,14,36,4,36,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b",72
00-0033757,Robert Tonyan,GB,2022,1,0,0,0,0,0,0,0,3,36,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpczdpw0xasgspqhsup9",36
00-0033856,Leonard Fournette,TB,2022,1,0,0,0,0,0,21,127,2,10,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atxppoc7zqcjnbnk0awz",137
00-0033857,JuJu Smith-Schuster,KC,2022,1,0,0,0,0,0,0,0,6,79,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmvx3eakcr4uong0gf5h",79
00-0033858,Jonnu Smith,NE,2022,1,0,0,0,0,0,0,0,3,33,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dooebcykmkvzi39xo38x",33
00-0033869,Mitchell Trubisky,PIT,2022,1,21,37,194,1,0,2,10,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uq45fzmoanzoypqrs5df",10
00-0033871,Corey Davis,NYJ,2022,1,0,0,0,0,0,0,0,6,77,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enhh8vjw18eixehg5uhz",77
00-0033873,Patrick Mahomes,KC,2022,1,30,39,360,5,0,3,5,0,0,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs40h82nvqaqvyephwwu",5
00-0033879,OJ Howard,HOU,2022,1,0,0,0,0,0,0,0,2,38,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95",38
00-0033881,Evan Engram,JAX,2022,1,0,0,0,0,0,0,0,4,28,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adr65rbw956sxntlph8a",28
00-0033885,David Njoku,CLE,2022,1,0,0,0,0,0,0,0,1,7,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcecxpc9nciff80xhipd",7
00-0033891,Zay Jones,JAX,2022,1,0,0,0,0,0,0,0,6,65,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ayvki2sfnzxn2yqssrws",65
00-0033893,Dalvin Cook,MIN,2022,1,0,0,0,0,0,20,90,3,18,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfwvqolvz9vegp1amhf3",108
00-0033895,Gerald Everett,LAC,2022,1,0,0,0,0,0,0,0,3,54,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovlnn7uuj2335ublzb6o",54
00-0033897,Joe Mixon,CIN,2022,1,0,0,0,0,0,27,82,7,63,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rd210pq6ch22vpoygtfn",145
00-0033906,Alvin Kamara,NO,2022,1,0,0,0,0,0,9,39,3,7,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uulstglrpmhqsvqyr5v3",46
00-0033908,Cooper Kupp,LA,2022,1,0,0,0,0,0,0,0,13,128,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tojsgl1ttwjkvo6x7wgy",128
00-0033921,Chris Godwin,TB,2022,1,0,0,0,0,0,0,0,3,35,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knfx1v1e3suxbuh9vlmj",35
00-0033923,Kareem Hunt,CLE,2022,1,0,0,0,0,0,11,46,4,24,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmy9cgin9nv7ewyhsipr",70
00-0033925,DOnta Foreman,CAR,2022,1,0,0,0,0,0,2,5,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvowcl8ebdanhiuiwcrp",5
00-0033932,Kenny Golladay,NYG,2022,1,0,0,0,0,0,0,0,2,22,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vck7awhkwwhui3ndgts3",22
00-0033943,Josh Reynolds,DET,2022,1,0,0,0,0,0,0,0,1,28,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/khqejrdwhxxjzvbco3nv",28
00-0033948,Jamaal Williams,DET,2022,1,0,0,0,0,0,11,28,1,2,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hl8dsrs7awapodhiwvgn",30
00-0034073,Ross Dwelley,SF,2022,1,0,0,0,0,0,0,0,1,11,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsqd1kbdbqratcxretm5",11
00-0034104,Cam Sims,WAS,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbldho8jbkode1uqoj6n",0
00-0034115,Jeff Wilson,SF,2022,1,0,0,0,0,0,9,22,2,8,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fff1gvfq1glc3quftab4",30
00-0034159,Will Dissly,SEA,2022,1,0,0,0,0,0,0,0,3,43,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/elomdi6lix6ifser3kf7",43
00-0034208,Mike Boone,DEN,2022,1,0,0,0,0,0,0,0,1,2,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcrpzluchltmk9stwtfc",2
00-0034253,Dontrell Hilliard,TEN,2022,1,0,0,0,0,0,2,8,3,61,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukhyslngeuojxkjqfq9f",69
00-0034270,Tyler Conklin,NYJ,2022,1,0,0,0,0,0,0,0,4,14,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fx3sjul1xvi4tuag57bn",14
00-0034272,Marquez Valdes-Scantling,KC,2022,1,0,0,0,0,0,1,-3,4,44,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvzluuxi81gwt3e8eixo",41
00-0034279,Equanimeous St Brown,CHI,2022,1,0,0,0,0,0,0,0,1,18,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utyhdvj2rjwpnr4ppjly",18
00-0034286,Richie James,NYG,2022,1,0,0,0,0,0,1,2,5,59,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iuxz1y4skvu6cqcqjhag",61
00-0034297,Byron Pringle,CHI,2022,1,0,0,0,0,0,0,0,1,22,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgwipkdsunodvqlumsmp",22
00-0034348,Courtland Sutton,DEN,2022,1,0,0,0,0,0,0,0,4,72,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgjxc2paepihkvl4u9a3",72
00-0034351,Dallas Goedert,PHI,2022,1,0,0,0,0,0,0,0,3,60,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcjzrphflquehexgcz14",60
00-0034365,Ian Thomas,CAR,2022,1,0,0,0,0,0,0,0,2,53,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvlsjahsqootxcs6qytq",53
00-0034367,Nyheim Hines,IND,2022,1,0,0,0,0,0,3,4,6,50,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf",54
00-0034383,Dalton Schultz,DAL,2022,1,0,0,0,0,0,0,0,7,62,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mbqinxum5qovm6p8xgkc",62
00-0034386,Justin Watson,KC,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h54qh7pjxrhokvmbnyzt",0
00-0034407,Ray-Ray McCloud,SF,2022,1,0,0,0,0,0,0,0,1,20,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q25yzjly8zz4elodqdhr",20
00-0034411,Russell Gage,TB,2022,1,0,0,0,0,0,0,0,2,13,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yvgvukodrs3aabp4qty7",13
00-0034414,Boston Scott,PHI,2022,1,0,0,0,0,0,4,10,0,0,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vztywwj7arrztomngi0k",10
00-0034418,Cedrick Wilson,MIA,2022,1,0,0,0,0,0,1,8,2,20,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvirmx1m9vycmfpfbf1w",28
00-0034419,Braxton Berrios,NYJ,2022,1,0,0,0,0,0,0,0,5,37,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yddlnrzrcowbnf2e4wpo",37
00-0034487,Trent Sherfield,MIA,2022,1,0,0,0,0,0,0,0,1,8,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/je4nd6eqpqrzytepcuvc",8
00-0034646,Brandon Powell,LA,2022,1,0,0,0,0,0,1,3,1,10,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fkckjg4yqybqndyub6lu",13
