player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
Jordan Thomas,42062,TE,1,ARI,1,1,3,1,3,4
Mark Andrews,47436,TE,1,BAL,3,3,57,19,3,4
Chris Conley,9509,WR,1,JAX,4,3,44,15,2.93,4
Julio Jones,6158,WR,1,ATL,4,4,32,11,2.91,4
Tyler Boyd,10689,WR,1,CIN,8,7,90,31,2.9,4
Jalen Guyton,34164,WR,1,LAC,1,1,72,25,2.88,4
Amari Cooper,9437,WR,1,DAL,15,12,134,48,2.79,4
Gunner Olszewski,95015,WR,1,NE,1,1,11,4,2.75,4
Travis Fulgham,48023,WR,1,PHI,3,2,57,21,2.71,4
Kyle Rudolph,6195,TE,1,MIN,2,2,27,10,2.7,4
Richard Rodgers,8733,TE,1,PHI,4,3,35,13,2.69,4
DeVante Parker,9447,WR,1,MIA,12,10,110,41,2.68,4
Darrell Henderson,41193,HB,1,LA,1,1,16,6,2.67,4
Aaron Jones,11937,HB,1,GB,5,5,40,15,2.67,4
Tee Higgins,61211,WR,1,CIN,7,4,77,29,2.66,4
Terry McLaurin,48229,WR,1,WAS,13,10,118,45,2.62,4
Olamide Zaccheaus,44920,WR,1,ATL,9,8,86,33,2.61,4
Scotty Miller,47481,WR,1,TB,7,5,83,32,2.59,4
Jason Witten,1384,TE,1,LV,2,2,18,7,2.57,4
Noah Brown,11993,WR,1,DAL,4,4,43,17,2.53,4
DeeJay Dallas,55632,HB,1,SEA,2,2,15,6,2.5,4
Seth Roberts,9079,WR,1,CAR,1,1,10,4,2.5,4
Johnny Mundt,12206,TE,1,LA,1,1,5,2,2.5,4
Allen Robinson II,8696,WR,1,CHI,10,7,101,41,2.46,4
Odell Beckham Jr.,8647,WR,1,CLE,8,5,81,33,2.45,4
D.J. Chark Jr.,47702,WR,1,JAX,9,8,95,39,2.44,4
Travis Kelce,7844,TE,1,KC,7,3,70,29,2.41,4
Jerry Jeudy,61103,WR,1,DEN,3,2,61,26,2.35,4
Curtis Samuel,11795,WR,1,CAR,4,3,51,22,2.32,4
Keenan Allen,7857,WR,1,LAC,11,8,62,27,2.3,4
Cole Beasley,7330,WR,1,BUF,3,3,32,14,2.29,4
Danny Amendola,4717,WR,1,DET,3,2,57,25,2.28,4
Alex Erickson,11107,WR,1,CIN,1,1,9,4,2.25,4
Noah Fant,42388,TE,1,DEN,6,5,35,16,2.19,4
Deebo Samuel,48274,WR,1,SF,3,3,35,16,2.19,4
Cethan Carter,47149,TE,1,CIN,1,1,24,11,2.18,4
Kenny Stills,7926,WR,1,HOU,4,2,39,18,2.17,4
Jamison Crowder,9538,WR,1,NYJ,9,7,104,48,2.17,4
Dan Arnold,51842,TE,1,ARI,4,4,39,18,2.17,4
Tre'Quan Smith,48228,WR,1,NO,4,4,54,25,2.16,4
Cooper Kupp,11824,WR,1,LA,7,5,69,32,2.16,4
Zach Pascal,12303,WR,1,IND,8,3,58,27,2.15,4
Durham Smythe,47257,TE,1,MIA,3,2,30,14,2.14,4
Alvin Kamara,11822,HB,1,NO,4,3,36,17,2.12,4
Harrison Bryant,26394,TE,1,CLE,4,4,37,18,2.06,4
Darren Waller,9637,TE,1,LV,12,9,88,43,2.05,4
Ezekiel Elliott,10638,HB,1,DAL,8,8,71,35,2.03,4
Austin Ekeler,12164,HB,1,LAC,1,1,2,1,2,4
Joshua Kelley,13750,HB,1,LAC,3,3,26,13,2,4
Jason Cabinda,50714,FB,1,DET,1,1,4,2,2,4
Ke'Shawn Vaughn,45866,HB,1,TB,3,2,22,11,2,4
Kenny Golladay,11851,WR,1,DET,8,4,62,31,2,4
Reggie Bonnafon,47542,HB,1,CAR,2,2,18,9,2,4
Royce Freeman,45747,HB,1,DEN,2,2,6,3,2,4
Cedrick Wilson,48170,WR,1,DAL,6,3,34,17,2,4
D'Andre Swift,57212,HB,1,DET,4,4,30,15,2,4
Damiere Byrd,9964,WR,1,NE,10,5,80,41,1.95,4
David Johnson,9519,HB,1,HOU,3,2,29,15,1.93,4
Freddie Swain,26448,WR,1,SEA,3,2,32,17,1.88,4
Miles Boykin,48209,WR,1,BAL,4,2,28,15,1.87,4
Mo Alie-Cox,12078,TE,1,IND,2,1,13,7,1.86,4
Ito Smith,45932,HB,1,ATL,3,3,24,13,1.85,4
Ted Ginn Jr.,3625,WR,1,CHI,2,2,11,6,1.83,4
Tyreek Hill,10799,WR,1,KC,6,4,64,35,1.83,4
Drew Sample,47259,TE,1,CIN,5,3,47,26,1.81,4
Isaiah McKenzie,11927,WR,1,BUF,1,1,18,10,1.8,4
Hunter Henry,10669,TE,1,LAC,3,2,39,22,1.77,4
Nick Vannett,10728,TE,1,DEN,2,1,7,4,1.75,4
CeeDee Lamb,61570,WR,1,DAL,7,5,79,47,1.68,4
Deon Yelder,29556,TE,1,KC,1,1,5,3,1.67,4
Devonta Freeman,8738,HB,1,NYG,4,4,35,21,1.67,4
Will Dissly,30762,TE,1,SEA,2,2,15,9,1.67,4
Jarvis Landry,8698,WR,1,CLE,6,5,48,29,1.66,4
Dalton Schultz,47304,TE,1,DAL,8,4,72,44,1.64,4
James O'Shaughnessy,9606,TE,1,JAX,2,1,26,16,1.63,4
Damion Ratley,48182,WR,1,NYG,4,3,34,21,1.62,4
Foster Moreau,47043,TE,1,LV,1,1,8,5,1.6,4
Chase Edmonds,45851,HB,1,ARI,6,5,24,15,1.6,4
Greg Olsen,3647,TE,1,SEA,7,5,35,22,1.59,4
Latavius Murray,7962,HB,1,NO,2,1,19,12,1.58,4
Jakeem Grant,10820,WR,1,MIA,4,3,36,23,1.57,4
Darnell Mooney,48236,WR,1,CHI,9,5,52,34,1.53,4
D.J. Moore,48267,WR,1,CAR,6,4,49,32,1.53,4
Blake Bell,9550,TE,1,DAL,2,2,24,16,1.5,4
Jeff Smith,48055,WR,1,NYJ,9,7,81,54,1.5,4
Auden Tate,48192,WR,1,CIN,1,1,15,10,1.5,4
Tyler Kroft,9518,TE,1,BUF,3,1,12,8,1.5,4
Mecole Hardman,42683,WR,1,KC,4,4,27,18,1.5,4
Justin Jackson,29539,HB,1,LAC,2,2,12,8,1.5,4
Austin Hooper,10715,TE,1,CLE,7,5,34,23,1.48,4
Hunter Renfrow,47509,WR,1,LV,8,5,57,39,1.46,4
Kyle Juszczyk,7912,FB,1,SF,2,1,13,9,1.44,4
Willie Snead IV,8999,WR,1,BAL,2,2,20,14,1.43,4
Sammy Watkins,8639,WR,1,KC,6,4,43,30,1.43,4
Marcus Johnson,11074,WR,1,IND,1,1,27,19,1.42,4
Hayden Hurst,47294,TE,1,ATL,6,4,51,36,1.42,4
Greg Ward,12258,WR,1,PHI,7,4,38,27,1.41,4
James White,8765,HB,1,NE,7,7,38,27,1.41,4
Duke Johnson Jr.,9510,HB,1,HOU,4,3,21,15,1.4,4
J.D. McKissic,11047,HB,1,WAS,8,7,40,29,1.38,4
Gabriel Davis,55410,WR,1,BUF,1,1,26,19,1.37,4
Miles Sanders,40555,HB,1,PHI,4,2,30,22,1.36,4
Dalvin Cook,11796,HB,1,MIN,2,2,16,12,1.33,4
Taysom Hill,12112,QB,1,NO,1,1,8,6,1.33,4
Chris Carson,12004,HB,1,SEA,4,3,20,15,1.33,4
Dawson Knox,35883,TE,1,BUF,3,2,16,12,1.33,4
Isaiah Ford,11991,WR,1,MIA,9,4,48,36,1.33,4
James Robinson,22425,HB,1,JAX,4,4,32,24,1.33,4
Marquez Valdes-Scantling,47809,WR,1,GB,8,4,45,34,1.32,4
Brian Hill,11911,HB,1,ATL,2,2,13,10,1.3,4
Joe Mixon,11803,HB,1,CIN,6,6,30,23,1.3,4
DeAndre Hopkins,7808,WR,1,ARI,9,7,41,32,1.28,4
John Brown,8726,WR,1,BUF,5,4,42,33,1.27,4
Jalen Richard,11395,HB,1,LV,3,2,10,8,1.25,4
Deonte Harris,91470,WR,1,NO,2,1,10,8,1.25,4
Keelan Cole,51593,WR,1,JAX,5,4,46,37,1.24,4
Andre Roberts,5612,WR,1,BUF,1,1,6,5,1.2,4
Josh Jacobs,45953,HB,1,LV,4,3,25,21,1.19,4
Josh Reynolds,11872,WR,1,LA,4,3,25,22,1.14,4
Clyde Edwards-Helaire,57279,HB,1,KC,3,3,27,24,1.13,4
Mike Davis,9559,HB,1,CAR,6,5,27,24,1.13,4
Tyler Higbee,10744,TE,1,LA,3,3,21,19,1.11,4
Jonathan Taylor,57488,HB,1,IND,1,1,11,10,1.1,4
Randall Cobb,6216,WR,1,HOU,5,2,36,33,1.09,4
Tyler Lockett,9502,WR,1,SEA,4,2,39,36,1.08,4
Darius Slayton,25578,WR,1,NYG,7,3,48,45,1.07,4
Jimmy Graham,5619,TE,1,CHI,5,4,33,31,1.06,4
Julian Edelman,5156,WR,1,NE,5,3,35,33,1.06,4
Robert Woods,7822,WR,1,LA,7,6,35,33,1.06,4
Jerick McKinnon,8731,HB,1,SF,8,7,43,41,1.05,4
T.Y. Hilton,7092,WR,1,IND,5,3,29,28,1.04,4
Justin Watson,66915,WR,1,TB,6,4,40,39,1.03,4
Cameron Brate,9207,TE,1,TB,1,1,3,3,1,4
Josh Hill,8200,TE,1,NO,1,1,7,7,1,4
LeSean McCoy,4976,HB,1,TB,1,1,3,3,1,4
Keith Smith,9302,FB,1,ATL,1,1,4,4,1,4
Ryan Griffin,7982,TE,1,NYJ,3,3,10,10,1,4
Nelson Agholor,9453,WR,1,LV,4,4,44,46,0.96,4
Darrius Shepherd,29347,WR,1,GB,3,2,21,22,0.95,4
Trey Burton,9185,TE,1,IND,5,2,16,17,0.94,4
Rob Gronkowski,5567,TE,1,TB,3,1,29,31,0.94,4
Kendrick Bourne,12270,WR,1,SF,6,3,33,36,0.92,4
Jack Doyle,8520,TE,1,IND,1,1,12,13,0.92,4
Chris Manhertz,10211,TE,1,CAR,1,1,17,19,0.89,4
Tony Pollard,27126,HB,1,DAL,2,1,16,18,0.89,4
Malcolm Brown,9902,HB,1,LA,6,5,19,22,0.86,4
David Montgomery,45719,HB,1,CHI,3,3,30,35,0.86,4
Devin Singletary,40485,HB,1,BUF,6,5,21,25,0.84,4
Kaden Smith,40973,TE,1,NYG,1,1,10,12,0.83,4
Evan Engram,11778,TE,1,NYG,9,6,35,43,0.81,4
Darren Fells,8549,TE,1,HOU,2,2,21,27,0.78,4
Malik Taylor,94375,WR,1,GB,1,1,20,26,0.77,4
John Hightower,84142,WR,1,PHI,2,2,22,29,0.76,4
Mark Ingram II,6180,HB,1,BAL,1,1,3,4,0.75,4
Michael Burton,9601,FB,1,NO,1,1,3,4,0.75,4
Zay Jones,11792,WR,1,LV,6,4,32,43,0.74,4
Christian Kirk,47546,WR,1,ARI,5,3,19,26,0.73,4
Myles Gaskin,45914,HB,1,MIA,4,3,22,30,0.73,4
Tyler Ervin,10753,HB,1,GB,1,1,8,11,0.73,4
Tyler Eifert,7802,TE,1,JAX,5,2,22,31,0.71,4
Ronald Jones,34001,HB,1,TB,8,6,17,24,0.71,4
N'Keal Harry,48297,WR,1,NE,6,3,21,30,0.7,4
Nick Boyle,9604,TE,1,BAL,1,1,9,13,0.69,4
Adrian Killins Jr.,42425,HB,1,PHI,1,1,2,3,0.67,4
Dontrelle Inman,6597,WR,1,WAS,6,4,29,43,0.67,4
Gerald Everett,11799,TE,1,LA,1,1,10,15,0.67,4
Russell Gage,44771,WR,1,ATL,3,2,22,33,0.67,4
Kalen Ballage,45741,HB,1,NYJ,3,2,11,18,0.61,4
Chandler Cox,45629,FB,1,MIA,1,1,3,5,0.6,4
Michael Gallup,26075,WR,1,DAL,4,2,29,49,0.59,4
Melvin Gordon III,9448,HB,1,DEN,3,2,11,19,0.58,4
Nyheim Hines,48103,HB,1,IND,3,3,8,14,0.57,4
Golden Tate,5585,WR,1,NYG,6,4,20,39,0.51,4
Dion Lewis,6301,HB,1,NYG,2,2,8,16,0.5,4
Demetrius Harris,8524,TE,1,CHI,2,1,6,12,0.5,4
Mike Thomas,10840,WR,1,CIN,1,1,5,10,0.5,4
Kerryon Johnson,34455,HB,1,DET,1,1,3,6,0.5,4
Preston Williams,38855,WR,1,MIA,3,1,15,31,0.48,4
Anthony Miller,48160,WR,1,CHI,5,3,16,33,0.48,4
Chris Hogan,6468,WR,1,NYJ,8,4,23,49,0.47,4
Isaiah Wright,40113,WR,1,WAS,5,4,20,44,0.45,4
Rex Burkhead,7971,HB,1,NE,1,1,5,11,0.45,4
Mike Gesicki,47153,TE,1,MIA,3,1,15,36,0.42,4
Devin Duvernay,40006,WR,1,BAL,2,1,4,10,0.4,4
Frank Gore,2282,HB,1,NYJ,2,1,6,16,0.38,4
Brandon Aiyuk,84109,WR,1,SF,5,2,18,48,0.38,4
T.J. Hockenson,40912,TE,1,DET,4,2,9,26,0.35,4
Todd Gurley II,9443,HB,1,ATL,1,1,6,17,0.35,4
DaeSean Hamilton,45416,WR,1,DEN,3,1,9,27,0.33,4
Chris Herndon,47164,TE,1,NYJ,3,1,11,35,0.31,4
Travis Homer,45859,HB,1,SEA,1,1,3,11,0.27,4
Marvin Jones Jr.,7158,WR,1,DET,2,1,9,33,0.27,4
Zach Ertz,7816,TE,1,PHI,4,4,9,35,0.26,4
Logan Thomas,8755,TE,1,WAS,2,1,8,41,0.2,4
Dontrell Hilliard,45691,HB,1,CLE,1,1,2,10,0.2,4
Jamal Agnew,11920,HB,1,DET,2,1,1,5,0.2,4
Ian Thomas,42130,TE,1,CAR,4,2,5,25,0.2,4
Andy Isabella,47448,WR,1,ARI,3,2,3,18,0.17,4
Larry Fitzgerald,1724,WR,1,ARI,3,2,4,32,0.13,4
J.K. Dobbins,57366,HB,1,BAL,2,1,1,8,0.13,4
A.J. Green,6156,WR,1,CIN,4,1,3,29,0.1,4
Kenjon Barner,7963,HB,1,TB,1,0,0,4,0,4
Calvin Ridley,48262,WR,1,ATL,4,0,0,29,0,4
Cole Kmet,60995,TE,1,CHI,1,0,0,4,0,4
Darrel Williams,13014,HB,1,KC,1,0,0,8,0,4
Braxton Berrios,47961,WR,1,NYJ,3,0,0,8,0,4
Olabisi Johnson,47882,WR,1,MIN,1,0,0,6,0,4
Lawrence Cager,34914,WR,1,NYJ,2,0,0,6,0,4
Marvin Hall,11440,WR,1,DET,1,0,0,3,0,4
Peyton Barber,10927,HB,1,WAS,1,0,0,1,0,4
Cordarrelle Patterson,7810,HB,1,CHI,2,1,0,6,0,4
Adrian Peterson,3623,HB,1,DET,1,0,0,12,0,4
Van Jefferson,47447,WR,1,LA,1,0,0,2,0,4
Ryan Izzo,47327,TE,1,NE,3,0,0,19,0,4
Brandin Cooks,8655,WR,1,HOU,3,0,0,38,0,4
Trent Taylor,11932,WR,1,SF,1,0,0,31,0,4
C.J. Board,12088,WR,1,NYG,1,0,0,17,0,4
Irv Smith Jr.,42060,TE,1,MIN,1,0,0,12,0,4
Jordan Howard,10784,HB,1,MIA,1,1,-3,4,-0.75,4
Gerald Everett,11799,TE,1,LA,4,4,90,7,12.86,5
Ashton Dulin,91479,WR,1,IND,1,1,34,3,11.33,5
Dak Prescott,10769,QB,1,DAL,1,1,11,1,11,5
J.J. Arcega-Whiteside,35014,WR,1,PHI,1,1,37,5,7.4,5
Matt Breida,12271,HB,1,MIA,1,1,31,5,6.2,5
Pharoh Cooper,10751,WR,1,CAR,1,1,12,2,6,5
Henry Ruggs III,61102,WR,1,LV,3,2,118,20,5.9,5
Jaydon Mickens,11371,WR,1,TB,2,2,22,4,5.5,5
KeeSean Johnson,39587,WR,1,ARI,1,1,5,1,5,5
Temarrick Hemingway,10811,TE,1,WAS,1,1,10,2,5,5
CeeDee Lamb,61570,WR,1,DAL,11,8,124,25,4.96,5
Keenan Allen,7857,WR,1,LAC,2,2,29,6,4.83,5
Chase Claypool,42312,WR,1,PIT,11,7,110,23,4.78,5
Brandin Cooks,8655,WR,1,HOU,11,8,161,34,4.74,5
Travis Fulgham,48023,WR,1,PHI,12,10,152,34,4.47,5
Blake Bell,9550,TE,1,DAL,1,1,13,3,4.33,5
Olabisi Johnson,47882,WR,1,MIN,1,1,13,3,4.33,5
Preston Williams,38855,WR,1,MIA,5,4,106,25,4.24,5
Calvin Ridley,48262,WR,1,ATL,10,8,136,33,4.12,5
DeAndre Hopkins,7808,WR,1,ARI,7,6,131,34,3.85,5
Darius Slayton,25578,WR,1,NYG,11,8,129,34,3.79,5
Chase Edmonds,45851,HB,1,ARI,6,5,56,15,3.73,5
Cedrick Wilson,48170,WR,1,DAL,4,4,22,6,3.67,5
Mike Williams,11762,WR,1,LAC,7,5,109,31,3.52,5
Mike Gesicki,47153,TE,1,MIA,6,5,91,26,3.5,5
Cordarrelle Patterson,7810,HB,1,CHI,3,3,38,11,3.45,5
Robby Anderson,11254,WR,1,CAR,13,8,112,33,3.39,5
Jamison Crowder,9538,WR,1,NYJ,9,8,116,36,3.22,5
Emmanuel Sanders,5606,WR,1,NO,13,12,122,38,3.21,5
A.J. Brown,48327,WR,1,TEN,9,7,82,26,3.15,5
Chris Conley,9509,WR,1,JAX,2,2,58,19,3.05,5
Hunter Renfrow,47509,WR,1,LV,1,1,42,15,2.8,5
Virgil Green,6356,TE,1,LAC,1,1,14,5,2.8,5
Alec Ingold,34934,FB,1,LV,4,2,25,9,2.78,5
Jarvis Landry,8698,WR,1,CLE,8,4,88,32,2.75,5
D.J. Moore,48267,WR,1,CAR,5,4,93,34,2.74,5
Cooper Kupp,11824,WR,1,LA,8,5,66,25,2.64,5
Christian Kirk,47546,WR,1,ARI,7,5,78,30,2.6,5
Jalen Richard,11395,HB,1,LV,5,4,26,10,2.6,5
Latavius Murray,7962,HB,1,NO,2,2,23,9,2.56,5
Byron Pringle,42345,WR,1,KC,1,1,23,9,2.56,5
Trevon Wesco,42018,TE,1,NYJ,1,1,5,2,2.5,5
Darrell Henderson,41193,HB,1,LA,4,3,30,12,2.5,5
Nelson Agholor,9453,WR,1,LV,2,2,67,27,2.48,5
Stefon Diggs,9579,WR,1,BUF,15,10,106,43,2.47,5
Robert Woods,7822,WR,1,LA,5,4,71,29,2.45,5
Travis Kelce,7844,TE,1,KC,12,8,108,44,2.45,5
Cameron Brate,9207,TE,1,TB,6,5,44,18,2.44,5
Myles Gaskin,45914,HB,1,MIA,5,5,34,14,2.43,5
D.K. Metcalf,47864,WR,1,SEA,10,6,93,39,2.38,5
Jaeden Graham,31849,TE,1,ATL,1,1,7,3,2.33,5
Marcus Johnson,11074,WR,1,IND,3,3,53,23,2.3,5
Jonnu Smith,11855,TE,1,TEN,6,5,40,18,2.22,5
Allen Robinson II,8696,WR,1,CHI,15,10,90,41,2.2,5
Darrell Daniels,12122,TE,1,ARI,2,2,37,17,2.18,5
T.Y. Hilton,7092,WR,1,IND,10,6,69,32,2.16,5
Darren Fells,8549,TE,1,HOU,2,2,57,27,2.11,5
Michael Gallup,26075,WR,1,DAL,4,4,73,35,2.09,5
Laviska Shenault Jr.,61220,WR,1,JAX,8,7,79,38,2.08,5
Devonta Freeman,8738,HB,1,NYG,3,2,27,13,2.08,5
Marquise Brown,61568,WR,1,BAL,9,6,77,37,2.08,5
Raheem Mostert,9783,HB,1,SF,3,3,29,14,2.07,5
Irv Smith Jr.,42060,TE,1,MIN,4,4,64,31,2.06,5
J.D. McKissic,11047,HB,1,WAS,8,6,46,23,2,5
Chandler Cox,45629,FB,1,MIA,1,1,6,3,2,5
Auden Tate,48192,WR,1,CIN,1,1,12,6,2,5
Josh Reynolds,11872,WR,1,LA,4,2,46,23,2,5
Trent Sherfield,48021,WR,1,ARI,1,1,6,3,2,5
Austin Hooper,10715,TE,1,CLE,9,5,57,29,1.97,5
Adam Thielen,8288,WR,1,MIN,13,9,80,41,1.95,5
Mike Davis,9559,HB,1,CAR,9,9,60,31,1.94,5
Will Dissly,30762,TE,1,SEA,1,1,19,10,1.9,5
Alvin Kamara,11822,HB,1,NO,10,8,74,39,1.9,5
Rob Gronkowski,5567,TE,1,TB,5,3,52,28,1.86,5
Joe Mixon,11803,HB,1,CIN,7,6,35,19,1.84,5
Trey Burton,9185,TE,1,IND,6,5,33,18,1.83,5
Tyreek Hill,10799,WR,1,KC,6,3,78,43,1.81,5
Will Fuller V,10655,WR,1,HOU,8,4,58,33,1.76,5
Randall Cobb,6216,WR,1,HOU,6,6,47,27,1.74,5
Tee Higgins,61211,WR,1,CIN,6,4,62,36,1.72,5
Darren Waller,9637,TE,1,LV,6,5,48,28,1.71,5
Mark Andrews,47436,TE,1,BAL,9,6,56,33,1.7,5
Golden Tate,5585,WR,1,NYG,5,4,42,25,1.68,5
Devontae Booker,10770,HB,1,LV,1,1,5,3,1.67,5
Cole Beasley,7330,WR,1,BUF,6,6,53,32,1.66,5
Tyler Johnson,48054,WR,1,TB,5,4,61,37,1.65,5
Richard Rodgers,8733,TE,1,PHI,1,1,18,11,1.64,5
DeVante Parker,9447,WR,1,MIA,3,2,50,31,1.61,5
Eric Ebron,8645,TE,1,PIT,6,5,43,27,1.59,5
Andy Isabella,47448,WR,1,ARI,3,2,30,19,1.58,5
Odell Beckham Jr.,8647,WR,1,CLE,9,5,58,37,1.57,5
Clyde Edwards-Helaire,57279,HB,1,KC,6,3,40,26,1.54,5
Jared Cook,5012,TE,1,NO,3,2,52,34,1.53,5
Chris Thompson,7936,HB,1,JAX,4,3,35,23,1.52,5
Ray-Ray McCloud III,47895,WR,1,PIT,3,3,12,8,1.5,5
Chris Herndon,47164,TE,1,NYJ,3,2,24,16,1.5,5
Antonio Gibson,78050,HB,1,WAS,5,5,24,16,1.5,5
J.K. Dobbins,57366,HB,1,BAL,3,3,21,14,1.5,5
Chris Carson,12004,HB,1,SEA,7,6,27,18,1.5,5
George Kittle,11901,TE,1,SF,7,4,44,30,1.47,5
Todd Gurley II,9443,HB,1,ATL,5,4,29,20,1.45,5
Collin Johnson,47808,WR,1,JAX,4,3,30,21,1.43,5
Devin Duvernay,40006,WR,1,BAL,2,2,17,12,1.42,5
Dalvin Cook,11796,HB,1,MIN,5,5,24,17,1.41,5
Rashard Higgins,10806,WR,1,CLE,3,3,31,22,1.41,5
Kaden Smith,40973,TE,1,NYG,1,1,7,5,1.4,5
Anthony Miller,48160,WR,1,CHI,4,4,28,20,1.4,5
Patrick Ricard,48862,FB,1,BAL,2,1,7,5,1.4,5
Jalen Guyton,34164,WR,1,LAC,2,1,49,35,1.4,5
Mecole Hardman,42683,WR,1,KC,3,2,50,36,1.39,5
T.J. Yeldon,9469,HB,1,BUF,2,1,22,16,1.38,5
Anthony Firkser,51837,TE,1,TEN,5,3,19,14,1.36,5
Alexander Mattison,45817,HB,1,MIN,3,3,24,18,1.33,5
Cody Hollister,12052,WR,1,TEN,1,1,12,9,1.33,5
Jonathan Taylor,57488,HB,1,IND,2,2,17,13,1.31,5
Nyheim Hines,48103,HB,1,IND,4,2,22,17,1.29,5
Kenny Stills,7926,WR,1,HOU,1,1,14,11,1.27,5
Brian Hill,11911,HB,1,ATL,2,2,15,12,1.25,5
James O'Shaughnessy,9606,TE,1,JAX,3,3,20,16,1.25,5
Tyler Boyd,10689,WR,1,CIN,6,4,42,34,1.24,5
Kalif Raymond,11028,WR,1,TEN,2,2,26,21,1.24,5
Justin Jackson,29539,HB,1,LAC,6,5,23,19,1.21,5
Sammy Watkins,8639,WR,1,KC,2,2,24,20,1.2,5
Gabriel Davis,55410,WR,1,BUF,9,5,58,49,1.18,5
Isaiah Ford,11991,WR,1,MIA,2,2,23,20,1.15,5
Brandon Aiyuk,84109,WR,1,SF,5,3,44,39,1.13,5
Larry Fitzgerald,1724,WR,1,ARI,7,4,35,31,1.13,5
Tyler Lockett,9502,WR,1,SEA,5,4,44,40,1.1,5
Duke Johnson Jr.,9510,HB,1,HOU,1,1,11,10,1.1,5
Mike Evans,8642,WR,1,TB,9,5,41,38,1.08,5
Dawson Knox,35883,TE,1,BUF,3,1,15,14,1.07,5
Curtis Samuel,11795,WR,1,CAR,5,5,36,34,1.06,5
James Robinson,22425,HB,1,JAX,6,5,22,21,1.05,5
Andre Roberts,5612,WR,1,BUF,2,1,16,16,1,5
Kendrick Bourne,12270,WR,1,SF,4,2,30,30,1,5
Jakeem Grant,10820,WR,1,MIA,3,1,6,6,1,5
Marquez Callaway,42295,WR,1,NO,5,4,34,35,0.97,5
David Montgomery,45719,HB,1,CHI,8,7,30,31,0.97,5
James Conner,11860,HB,1,PIT,3,3,19,20,0.95,5
Ronald Jones,34001,HB,1,TB,5,3,19,20,0.95,5
Amari Cooper,9437,WR,1,DAL,4,2,23,25,0.92,5
Kareem Hunt,11841,HB,1,CLE,4,3,21,23,0.91,5
Tanner Hudson,66924,TE,1,TB,4,1,9,10,0.9,5
Jimmy Graham,5619,TE,1,CHI,5,3,33,37,0.89,5
Drew Sample,47259,TE,1,CIN,2,2,22,26,0.85,5
Greg Ward,12258,WR,1,PHI,5,4,26,31,0.84,5
JuJu Smith-Schuster,11817,WR,1,PIT,5,4,28,34,0.82,5
Joshua Kelley,13750,HB,1,LAC,1,1,9,11,0.82,5
Tyler Higbee,10744,TE,1,LA,2,2,12,15,0.8,5
James Washington,47792,WR,1,PIT,4,3,25,32,0.78,5
Jason Witten,1384,TE,1,LV,2,2,6,8,0.75,5
Chris Hogan,6468,WR,1,NYJ,3,3,20,27,0.74,5
Freddie Swain,26448,WR,1,SEA,2,2,14,19,0.74,5
Hunter Henry,10669,TE,1,LAC,7,4,23,31,0.74,5
Demetrius Harris,8524,TE,1,CHI,1,1,9,13,0.69,5
Bennie Fowler,8914,WR,1,NO,6,2,11,16,0.69,5
Darrel Williams,13014,HB,1,KC,5,1,15,22,0.68,5
Luke Stocker,6256,TE,1,ATL,1,1,2,3,0.67,5
Terry McLaurin,48229,WR,1,WAS,7,3,26,40,0.65,5
Greg Olsen,3647,TE,1,SEA,1,1,20,31,0.65,5
Russell Gage,44771,WR,1,ATL,5,2,16,26,0.62,5
Josh Jacobs,45953,HB,1,LV,3,2,8,13,0.62,5
Chad Beebe,21528,WR,1,MIN,2,1,11,18,0.61,5
Adam Shaheen,11800,TE,1,MIA,1,1,3,5,0.6,5
David Njoku,11784,TE,1,CLE,1,1,6,10,0.6,5
Miles Sanders,40555,HB,1,PHI,4,2,19,32,0.59,5
Jeff Smith,48055,WR,1,NYJ,11,3,23,39,0.59,5
Justin Jefferson,61398,WR,1,MIN,5,3,23,40,0.58,5
Derrick Henry,10679,HB,1,TEN,1,1,6,11,0.55,5
Isaiah McKenzie,11927,WR,1,BUF,4,4,7,13,0.54,5
Deebo Samuel,48274,WR,1,SF,8,2,19,36,0.53,5
Keelan Cole,51593,WR,1,JAX,6,2,25,47,0.53,5
Evan Engram,11778,TE,1,NYG,2,1,16,30,0.53,5
Ezekiel Elliott,10638,HB,1,DAL,2,1,14,27,0.52,5
John Hightower,84142,WR,1,PHI,6,2,18,36,0.5,5
Zay Jones,11792,WR,1,LV,1,1,2,4,0.5,5
Jerick McKinnon,8731,HB,1,SF,4,2,5,10,0.5,5
Tyler Eifert,7802,TE,1,JAX,6,3,16,33,0.48,5
Zach Pascal,12303,WR,1,IND,2,2,15,32,0.47,5
D.J. Chark Jr.,47702,WR,1,JAX,4,3,16,35,0.46,5
Darnell Mooney,48236,WR,1,CHI,5,2,15,33,0.45,5
Mike Thomas,10840,WR,1,CIN,1,1,6,14,0.43,5
Kyle Rudolph,6195,TE,1,MIN,2,1,10,24,0.42,5
Giovani Bernard,7818,HB,1,CIN,2,1,4,10,0.4,5
Pharaoh Brown,12247,TE,1,HOU,1,1,4,10,0.4,5
Jeremy McNichols,11917,HB,1,TEN,1,1,3,8,0.38,5
D'Ernest Johnson,45734,HB,1,CLE,1,1,4,11,0.36,5
K.J. Hill,28025,WR,1,LAC,2,1,8,24,0.33,5
Tony Pollard,27126,HB,1,DAL,3,2,2,6,0.33,5
