player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
Kendrick Bourne,12270,WR,1,SF,4,3,34,26,1.31,12
Matt Breida,12271,HB,1,MIA,2,2,17,13,1.31,12
Mike Evans,8642,WR,1,TB,9,3,50,39,1.28,12
Mike Davis,9559,HB,1,CAR,4,3,24,19,1.26,12
Jesse James,9593,TE,1,DET,1,1,10,8,1.25,12
Cethan Carter,47149,TE,1,CIN,1,1,5,4,1.25,12
Cooper Kupp,11824,WR,1,LA,5,2,41,33,1.24,12
Tre'Quan Smith,48228,WR,1,NO,1,1,16,13,1.23,12
Olamide Zaccheaus,44920,WR,1,ATL,3,1,11,9,1.22,12
Keelan Cole,51593,WR,1,JAX,6,3,44,36,1.22,12
Andy Isabella,47448,WR,1,ARI,5,4,33,27,1.22,12
Allen Lazard,48135,WR,1,GB,6,4,23,20,1.15,12
Adam Trautman,109795,TE,1,NO,1,1,8,7,1.14,12
Antonio Gibson,78050,HB,1,WAS,7,5,21,19,1.11,12
Dalvin Cook,11796,HB,1,MIN,4,4,21,19,1.11,12
Jaeden Graham,31849,TE,1,ATL,2,1,11,10,1.1,12
Josh Reynolds,11872,WR,1,LA,6,5,40,37,1.08,12
David Montgomery,45719,HB,1,CHI,6,5,40,37,1.08,12
Jamison Crowder,9538,WR,1,NYJ,5,3,31,29,1.07,12
Bryan Edwards,28486,WR,1,LV,1,1,15,14,1.07,12
Mike Gesicki,47153,TE,1,MIA,5,2,35,33,1.06,12
James Robinson,22425,HB,1,JAX,5,5,31,30,1.03,12
Golden Tate,5585,WR,1,NYG,9,4,36,35,1.03,12
Marvin Jones Jr.,7158,WR,1,DET,12,6,48,47,1.02,12
Steven Sims,48341,WR,1,WAS,1,1,8,8,1,12
DeAndre Washington,10777,HB,1,MIA,4,2,11,11,1,12
Cole Beasley,7330,WR,1,BUF,3,2,25,26,0.96,12
Malcolm Brown,9902,HB,1,LA,2,2,15,16,0.94,12
Kenyan Drake,10707,HB,1,ARI,3,3,15,16,0.94,12
Sammy Watkins,8639,WR,1,KC,6,4,38,41,0.93,12
Laviska Shenault Jr.,61220,WR,1,JAX,3,3,31,34,0.91,12
Keke Coutee,47698,WR,1,HOU,3,2,17,19,0.89,12
Chase Edmonds,45851,HB,1,ARI,5,4,14,16,0.88,12
Jakeem Grant,10820,WR,1,MIA,2,2,15,17,0.88,12
Demarcus Robinson,10760,WR,1,KC,6,5,36,41,0.88,12
Russell Gage,44771,WR,1,ATL,5,3,34,39,0.87,12
Josh Jacobs,45953,HB,1,LV,3,3,17,20,0.85,12
Christian Blake,47900,WR,1,ATL,1,1,17,20,0.85,12
Gerald Everett,11799,TE,1,LA,2,2,16,19,0.84,12
Richie James Jr.,28991,WR,1,SF,1,1,29,35,0.83,12
Mo Alie-Cox,12078,TE,1,IND,2,2,19,23,0.83,12
Darnell Mooney,48236,WR,1,CHI,9,3,34,42,0.81,12
Dan Arnold,51842,TE,1,ARI,2,1,17,21,0.81,12
Harrison Bryant,26394,TE,1,CLE,2,1,13,16,0.81,12
Antonio Callaway,48101,WR,1,MIA,1,1,7,9,0.78,12
Giovani Bernard,7818,HB,1,CIN,3,2,17,22,0.77,12
Keenan Allen,7857,WR,1,LAC,9,4,40,52,0.77,12
Tony Pollard,27126,HB,1,DAL,2,2,10,13,0.77,12
Anthony Miller,48160,WR,1,CHI,6,3,28,37,0.76,12
Austin Hooper,10715,TE,1,CLE,2,2,13,17,0.76,12
Dalton Schultz,47304,TE,1,DAL,5,5,24,32,0.75,12
Mack Hollins,11873,WR,1,MIA,3,2,19,26,0.73,12
Jerick McKinnon,8731,HB,1,SF,3,2,11,15,0.73,12
Jalen Guyton,34164,WR,1,LAC,4,3,33,45,0.73,12
CeeDee Lamb,61570,WR,1,DAL,7,5,21,29,0.72,12
Jordan Reed,7866,TE,1,SF,6,2,18,25,0.72,12
Tyler Lockett,9502,WR,1,SEA,4,3,23,32,0.72,12
Rashard Higgins,10806,WR,1,CLE,2,1,15,21,0.71,12
Ito Smith,45932,HB,1,ATL,4,4,10,14,0.71,12
Zach Pascal,12303,WR,1,IND,5,1,23,33,0.7,12
Michael Pittman Jr.,29049,WR,1,IND,8,2,28,40,0.7,12
Logan Thomas,8755,TE,1,WAS,4,4,20,29,0.69,12
Troymaine Pope,11473,HB,1,LAC,1,1,2,3,0.67,12
Tyler Eifert,7802,TE,1,JAX,4,3,16,24,0.67,12
Darren Waller,9637,TE,1,LV,7,4,23,36,0.64,12
Adam Shaheen,11800,TE,1,MIA,2,1,7,11,0.64,12
Maxx Williams,9488,TE,1,ARI,2,2,10,16,0.63,12
Le'Veon Bell,7829,HB,1,KC,2,2,10,16,0.63,12
Travis Fulgham,48023,WR,1,PHI,2,2,16,27,0.59,12
Mike Williams,11762,WR,1,LAC,5,3,26,45,0.58,12
Leonard Fournette,11759,HB,1,TB,3,3,10,18,0.56,12
Derrick Henry,10679,HB,1,TEN,3,2,7,13,0.54,12
Zack Moss,40341,HB,1,BUF,2,2,9,17,0.53,12
Christian Kirk,47546,WR,1,ARI,6,3,19,36,0.53,12
Jacob Hollister,12051,TE,1,SEA,5,2,11,21,0.52,12
Brandon Powell,48036,WR,1,ATL,2,2,4,8,0.5,12
Marvin Hall,11440,WR,1,DET,4,2,16,32,0.5,12
C.J. Prosise,10724,HB,1,HOU,1,1,2,4,0.5,12
Alshon Jeffery,7048,WR,1,PHI,4,2,15,30,0.5,12
Tyler Boyd,10689,WR,1,CIN,6,3,15,31,0.48,12
Dion Lewis,6301,HB,1,NYG,3,1,7,15,0.47,12
Carlos Hyde,8692,HB,1,SEA,3,2,7,17,0.41,12
Samaje Perine,11869,HB,1,CIN,1,1,2,5,0.4,12
Antonio Brown,5718,WR,1,TB,3,2,11,31,0.35,12
Jalen Reagor,61697,WR,1,PHI,7,3,11,32,0.34,12
Emmanuel Sanders,5606,WR,1,NO,1,1,4,12,0.33,12
Tyler Higbee,10744,TE,1,LA,3,1,6,18,0.33,12
Ezekiel Elliott,10638,HB,1,DAL,3,1,7,22,0.32,12
Ross Dwelley,20994,TE,1,SF,2,1,3,10,0.3,12
Zay Jones,11792,WR,1,LV,1,1,3,10,0.3,12
Miles Sanders,40555,HB,1,PHI,3,2,7,26,0.27,12
Latavius Murray,7962,HB,1,NO,1,1,2,8,0.25,12
Cole Kmet,60995,TE,1,CHI,3,1,8,33,0.24,12
Deon Yelder,29556,TE,1,KC,1,1,2,9,0.22,12
Trenton Cannon,66446,HB,1,CAR,1,1,1,6,0.17,12
Tyler Conklin,47124,TE,1,MIN,2,1,5,31,0.16,12
De'Michael Harris,84418,WR,1,IND,1,1,1,7,0.14,12
Ty Johnson,45769,HB,1,NYJ,2,1,1,7,0.14,12
Ian Thomas,42130,TE,1,CAR,2,1,4,30,0.13,12
Dawson Knox,35883,TE,1,BUF,2,1,2,17,0.12,12
Greg Ward,12258,WR,1,PHI,3,1,3,36,0.08,12
Clyde Edwards-Helaire,57279,HB,1,KC,1,1,2,27,0.07,12
John Hightower,84142,WR,1,PHI,1,1,1,16,0.06,12
Darrell Henderson,41193,HB,1,LA,1,0,0,9,0,12
Kahale Warring,37213,TE,1,HOU,1,0,0,3,0,12
DaeSean Hamilton,45416,WR,1,DEN,1,0,0,2,0,12
Raheem Mostert,9783,HB,1,SF,2,2,0,9,0,12
Kalif Raymond,11028,WR,1,TEN,1,0,0,5,0,12
Jordan Akins,47050,TE,1,HOU,2,0,0,17,0,12
Ben Ellefson,27766,TE,1,JAX,1,0,0,1,0,12
Rodney Smith,26306,HB,1,CAR,1,0,0,6,0,12
Darius Slayton,25578,WR,1,NYG,2,0,0,33,0,12
Jack Doyle,8520,TE,1,IND,1,0,0,11,0,12
Troy Fumagalli,47333,TE,1,DEN,1,0,0,1,0,12
Scotty Miller,47481,WR,1,TB,1,0,0,8,0,12
Tim Patrick,12087,WR,1,DEN,1,0,0,11,0,12
Matthew Stafford,4924,QB,1,DET,1,0,0,1,0,12
Aaron Jones,11937,HB,1,GB,1,1,0,15,0,12
Tyler Johnson,48054,WR,1,TB,1,0,0,3,0,12
Jamal Agnew,11920,WR,1,DET,1,0,0,15,0,12
Jeremy McNichols,11917,HB,1,TEN,1,0,0,4,0,12
Kareem Hunt,11841,HB,1,CLE,2,0,0,12,0,12
Auden Tate,48192,WR,1,CIN,2,0,0,10,0,12
Nick Vannett,10728,TE,1,DEN,1,0,0,5,0,12
Taywan Taylor,11827,WR,1,CLE,1,0,0,5,0,12
A.J. Green,6156,WR,1,CIN,3,0,0,26,0,12
N'Keal Harry,48297,WR,1,NE,2,0,0,11,0,12
Jason Cabinda,50714,FB,1,DET,1,0,0,1,0,12
Patrick Mahomes,11765,QB,1,KC,1,0,0,1,0,12
Jerry Jeudy,61103,WR,1,DEN,2,0,0,10,0,12
Jared Cook,5012,TE,1,NO,2,0,0,8,0,12
Lynn Bowden Jr.,61361,WR,1,MIA,1,0,0,11,0,12
Donald Parham,91014,TE,1,LAC,1,0,0,4,0,12
Tajae Sharpe,10774,WR,1,MIN,1,0,0,3,0,12
Devontae Booker,10770,HB,1,LV,4,1,-1,13,-0.08,12
James White,8765,HB,1,NE,1,1,-1,7,-0.14,12
Alvin Kamara,11822,HB,1,NO,1,1,-2,14,-0.14,12
Wayne Gallman,11895,HB,1,NYG,4,3,-3,17,-0.18,12
David Moore,11981,WR,1,SEA,3,3,-6,16,-0.38,12
Gunner Olszewski,95015,WR,1,NE,1,1,38,2,19,13
Malik Taylor,94375,WR,1,GB,1,1,14,1,14,13
Tyrie Cleveland,42134,WR,1,DEN,1,1,11,1,11,13
Ameer Abdullah,9487,HB,1,MIN,1,1,18,2,9,13
Braxton Berrios,47961,WR,1,NYJ,2,2,33,4,8.25,13
Noah Brown,11993,WR,1,DAL,4,3,40,5,8,13
Dan Arnold,51842,TE,1,ARI,2,2,61,8,7.63,13
Charlie Woerner,42257,TE,1,SF,2,2,33,5,6.6,13
Baker Mayfield,46518,QB,1,CLE,1,1,6,1,6,13
Tyler Boyd,10689,WR,1,CIN,4,1,72,13,5.54,13
D'Ernest Johnson,45734,HB,1,CLE,1,1,5,1,5,13
Corey Davis,11760,WR,1,TEN,12,11,182,37,4.92,13
Donovan Peoples-Jones,61439,WR,1,CLE,3,2,92,20,4.6,13
Sony Michel,27589,HB,1,NE,1,1,23,5,4.6,13
Marcedes Lewis,2973,TE,1,GB,1,1,36,8,4.5,13
Darren Waller,9637,TE,1,LV,16,13,200,45,4.44,13
Isaiah McKenzie,11927,WR,1,BUF,2,2,31,7,4.43,13
Cole Beasley,7330,WR,1,BUF,11,9,130,34,3.82,13
Travis Kelce,7844,TE,1,KC,12,8,136,36,3.78,13
Nick Keizer,66940,TE,1,KC,1,1,15,4,3.75,13
Davante Adams,8688,WR,1,GB,12,10,121,34,3.56,13
Keke Coutee,47698,WR,1,HOU,9,8,141,40,3.53,13
Malcolm Brown,9902,HB,1,LA,1,1,30,9,3.33,13
T.Y. Hilton,7092,WR,1,IND,10,8,110,33,3.33,13
Rashard Higgins,10806,WR,1,CLE,8,6,95,30,3.17,13
Quintez Cephus,29614,WR,1,DET,3,2,63,20,3.15,13
Jonathan Taylor,57488,HB,1,IND,3,3,44,14,3.14,13
Michael Thomas,10681,WR,1,NO,11,9,105,34,3.09,13
Alfred Morris,7165,HB,1,NYG,1,1,6,2,3,13
Chris Conley,9509,WR,1,JAX,2,2,12,4,3,13
Damien Harris,35134,HB,1,NE,1,1,15,5,3,13
Noah Fant,42388,TE,1,DEN,5,4,57,19,3,13
Ross Dwelley,20994,TE,1,SF,2,2,29,10,2.9,13
Myles Gaskin,45914,HB,1,MIA,2,2,51,18,2.83,13
Ryan Griffin,7982,TE,1,NYJ,2,2,31,11,2.82,13
Brandon Aiyuk,84109,WR,1,SF,9,5,95,34,2.79,13
James Washington,47792,WR,1,PIT,4,2,80,29,2.76,13
James O'Shaughnessy,9606,TE,1,JAX,6,4,41,15,2.73,13
Calvin Ridley,48262,WR,1,ATL,10,5,108,40,2.7,13
Marvin Jones Jr.,7158,WR,1,DET,12,8,116,43,2.7,13
Mike Gesicki,47153,TE,1,MIA,10,9,88,33,2.67,13
Justin Jefferson,61398,WR,1,MIN,11,9,121,46,2.63,13
Danny Amendola,4717,WR,1,DET,4,3,62,24,2.58,13
T.J. Hockenson,40912,TE,1,DET,9,7,84,33,2.55,13
Laviska Shenault Jr.,61220,WR,1,JAX,3,3,38,15,2.53,13
Julio Jones,6158,WR,1,ATL,9,6,94,38,2.47,13
Dallas Goedert,47272,TE,1,PHI,7,5,66,28,2.36,13
Collin Johnson,47808,WR,1,JAX,6,4,66,29,2.28,13
Darrell Henderson,41193,HB,1,LA,2,2,25,11,2.27,13
Jamison Crowder,9538,WR,1,NYJ,7,5,47,21,2.24,13
Chad Hansen,11896,WR,1,HOU,7,5,101,45,2.24,13
Cam Sims,47908,WR,1,WAS,9,5,92,41,2.24,13
Cooper Kupp,11824,WR,1,LA,8,8,73,33,2.21,13
Patrick Ricard,48862,FB,1,BAL,2,2,11,5,2.2,13
Stefon Diggs,9579,WR,1,BUF,10,10,92,42,2.19,13
Jamal Agnew,11920,WR,1,DET,2,2,24,11,2.18,13
Robert Woods,7822,WR,1,LA,11,10,85,39,2.18,13
Anthony Miller,48160,WR,1,CHI,5,5,56,26,2.15,13
Jarvis Landry,8698,WR,1,CLE,10,8,62,29,2.14,13
Allen Robinson II,8696,WR,1,CHI,7,6,75,35,2.14,13
A.J. Brown,48327,WR,1,TEN,7,4,87,42,2.07,13
Anthony Firkser,51837,TE,1,TEN,7,5,51,25,2.04,13
Logan Thomas,8755,TE,1,WAS,9,9,98,48,2.04,13
Tee Higgins,61211,WR,1,CIN,7,5,56,28,2,13
Kyle Juszczyk,7912,FB,1,SF,1,1,6,3,2,13
MyCole Pruitt,9576,TE,1,TEN,2,1,22,11,2,13
Greg Ward,12258,WR,1,PHI,5,3,57,29,1.97,13
Chris Carson,12004,HB,1,SEA,6,3,45,23,1.96,13
Drew Sample,47259,TE,1,CIN,7,7,49,25,1.96,13
Henry Ruggs III,61102,WR,1,LV,4,3,84,43,1.95,13
Marquise Brown,61568,WR,1,BAL,8,5,39,20,1.95,13
J.D. McKissic,11047,HB,1,WAS,10,10,70,36,1.94,13
Allen Lazard,48135,WR,1,GB,4,3,50,26,1.92,13
Dalvin Cook,11796,HB,1,MIN,8,6,59,31,1.9,13
Miles Boykin,48209,WR,1,BAL,3,1,38,20,1.9,13
Golden Tate,5585,WR,1,NYG,4,4,30,16,1.88,13
Deebo Samuel,48274,WR,1,SF,9,6,73,39,1.87,13
Michael Gallup,26075,WR,1,DAL,11,7,86,46,1.87,13
Cole Kmet,60995,TE,1,CHI,7,5,37,20,1.85,13
Jakeem Grant,10820,WR,1,MIA,6,2,42,23,1.83,13
Nick Chubb,45783,HB,1,CLE,1,1,26,15,1.73,13
Robert Tonyan,12193,TE,1,GB,5,4,39,23,1.7,13
Adam Thielen,8288,WR,1,MIN,11,8,75,45,1.67,13
Chase Claypool,42312,WR,1,PIT,3,2,38,23,1.65,13
Lynn Bowden Jr.,61361,WR,1,MIA,4,4,41,25,1.64,13
Javon Wims,41406,WR,1,CHI,1,1,13,8,1.63,13
Zach Ertz,7816,TE,1,PHI,4,2,31,19,1.63,13
Brandin Cooks,8655,WR,1,HOU,8,5,65,40,1.63,13
Donald Parham,91014,TE,1,LAC,4,2,21,13,1.62,13
Eric Ebron,8645,TE,1,PIT,11,7,68,42,1.62,13
Gabriel Davis,55410,WR,1,BUF,5,3,68,42,1.62,13
Diontae Johnson,33441,WR,1,PIT,12,8,71,44,1.61,13
Tim Patrick,12087,WR,1,DEN,4,4,44,28,1.57,13
Jared Cook,5012,TE,1,NO,5,3,28,18,1.56,13
Denzel Mims,47800,WR,1,NYJ,3,2,40,26,1.54,13
Evan Engram,11778,TE,1,NYG,8,4,32,21,1.52,13
D.K. Metcalf,47864,WR,1,SEA,8,5,80,53,1.51,13
Kareem Hunt,11841,HB,1,CLE,3,3,24,16,1.5,13
Nyheim Hines,48103,HB,1,IND,3,3,22,15,1.47,13
Kendrick Bourne,12270,WR,1,SF,5,4,35,24,1.46,13
Patrick Laird,28219,HB,1,MIA,3,2,16,11,1.45,13
Emmanuel Sanders,5606,WR,1,NO,6,5,39,27,1.44,13
Russell Gage,44771,WR,1,ATL,8,4,51,36,1.42,13
Michael Pittman Jr.,29049,WR,1,IND,5,5,46,33,1.39,13
Tyreek Hill,10799,WR,1,KC,9,6,58,42,1.38,13
Gerald Everett,11799,TE,1,LA,7,6,44,32,1.38,13
Tyler Lockett,9502,WR,1,SEA,9,6,63,46,1.37,13
CeeDee Lamb,61570,WR,1,DAL,10,6,46,34,1.35,13
Demarcus Robinson,10760,WR,1,KC,2,2,39,29,1.34,13
Mohamed Sanu,7084,WR,1,DET,3,2,36,27,1.33,13
Durham Smythe,47257,TE,1,MIA,2,2,16,12,1.33,13
Jordan Reed,7866,TE,1,SF,4,3,32,24,1.33,13
Ray-Ray McCloud III,47895,WR,1,PIT,2,2,4,3,1.33,13
Tyler Eifert,7802,TE,1,JAX,6,6,45,34,1.32,13
Jalen Reagor,61697,WR,1,PHI,1,1,34,26,1.31,13
Hunter Renfrow,47509,WR,1,LV,6,4,47,36,1.31,13
David Montgomery,45719,HB,1,CHI,4,4,39,30,1.3,13
DeAndre Hopkins,7808,WR,1,ARI,13,8,52,42,1.24,13
Darnell Mooney,48236,WR,1,CHI,6,4,43,35,1.23,13
Will Dissly,30762,TE,1,SEA,5,4,28,23,1.22,13
K.J. Hill,28025,WR,1,LAC,1,1,7,6,1.17,13
Tre'Quan Smith,48228,WR,1,NO,6,3,42,36,1.17,13
Nick Vannett,10728,TE,1,DEN,2,2,7,6,1.17,13
Mo Alie-Cox,12078,TE,1,IND,4,3,23,20,1.15,13
Austin Hooper,10715,TE,1,CLE,2,2,24,21,1.14,13
Jesse James,9593,TE,1,DET,3,1,9,8,1.13,13
Sterling Shepard,10674,WR,1,NYG,6,1,22,20,1.1,13
Jack Doyle,8520,TE,1,IND,1,1,12,11,1.09,13
Van Jefferson,47447,WR,1,LA,4,4,27,25,1.08,13
Alex Erickson,11107,WR,1,CIN,3,2,17,16,1.06,13
Sammy Watkins,8639,WR,1,KC,5,4,35,33,1.06,13
Dalton Schultz,47304,TE,1,DAL,4,4,44,42,1.05,13
Austin Ekeler,12164,HB,1,LAC,6,4,32,31,1.03,13
Theo Riddick,7980,HB,1,LV,1,1,3,3,1,13
Kendall Lamm,10017,T,1,CLE,1,1,1,1,1,13
Ty Johnson,45769,HB,1,NYJ,2,2,13,13,1,13
Mecole Hardman,42683,WR,1,KC,3,1,15,15,1,13
Cordarrelle Patterson,7810,HB,1,CHI,2,1,4,4,1,13
Joshua Kelley,13750,HB,1,LAC,2,2,3,3,1,13
Josh Reynolds,11872,WR,1,LA,1,1,21,21,1,13
Amari Cooper,9437,WR,1,DAL,9,5,43,44,0.98,13
James Robinson,22425,HB,1,JAX,6,6,30,31,0.97,13
Nelson Agholor,9453,WR,1,LV,11,4,38,39,0.97,13
Keenan Allen,7857,WR,1,LAC,10,5,48,50,0.96,13
DeVante Parker,9447,WR,1,MIA,8,4,35,37,0.95,13
D.J. Chark Jr.,47702,WR,1,JAX,7,2,41,43,0.95,13
N'Keal Harry,48297,WR,1,NE,3,2,15,16,0.94,13
Dawson Knox,35883,TE,1,BUF,4,4,27,29,0.93,13
DeeJay Dallas,55632,HB,1,SEA,3,2,11,12,0.92,13
C.J. Ham,11347,FB,1,MIN,1,1,12,13,0.92,13
Jamaal Williams,11889,HB,1,GB,2,2,10,11,0.91,13
Duke Johnson Jr.,9510,HB,1,HOU,6,6,24,27,0.89,13
Cam Akers,57206,HB,1,LA,1,1,22,25,0.88,13
Mike Williams,11762,WR,1,LAC,8,4,43,49,0.88,13
Aaron Jones,11937,HB,1,GB,3,3,18,21,0.86,13
Jordan Wilkins,26618,HB,1,IND,2,2,6,7,0.86,13
Breshad Perriman,9459,WR,1,NYJ,4,1,22,26,0.85,13
K.J. Hamler,61590,WR,1,DEN,4,2,16,19,0.84,13
KeeSean Johnson,39587,WR,1,ARI,4,4,27,32,0.84,13
Le'Veon Bell,7829,HB,1,KC,3,2,15,18,0.83,13
Luke Willson,7940,TE,1,BAL,1,1,12,15,0.8,13
Justice Hill,45865,HB,1,BAL,1,1,4,5,0.8,13
Mack Hollins,11873,WR,1,MIA,1,1,7,9,0.78,13
Cameron Batson,47669,WR,1,TEN,3,3,14,18,0.78,13
Equanimeous St. Brown,47967,WR,1,GB,2,1,7,9,0.78,13
Carlos Hyde,8692,HB,1,SEA,3,3,10,13,0.77,13
Steven Sims,48341,WR,1,WAS,6,4,17,22,0.77,13
Brandon Powell,48036,WR,1,ATL,1,1,9,12,0.75,13
Devin Singletary,40485,HB,1,BUF,3,3,22,30,0.73,13
Tyler Higbee,10744,TE,1,LA,6,4,24,33,0.73,13
Jalen Guyton,34164,WR,1,LAC,6,2,38,52,0.73,13
Ezekiel Elliott,10638,HB,1,DAL,6,4,18,25,0.72,13
Zack Moss,40341,HB,1,BUF,1,1,5,7,0.71,13
Damiere Byrd,9964,WR,1,NE,3,2,16,23,0.7,13
Adam Trautman,109795,TE,1,NO,3,3,9,13,0.69,13
Trey Burton,9185,TE,1,IND,3,1,11,16,0.69,13
Melvin Gordon III,9448,HB,1,DEN,2,1,11,16,0.69,13
Jacob Hollister,12051,TE,1,SEA,5,3,20,29,0.69,13
Alec Ingold,34934,FB,1,LV,1,1,2,3,0.67,13
Jeff Wilson Jr.,29413,HB,1,SF,4,2,12,18,0.67,13
Jakobi Meyers,47468,WR,1,NE,6,2,15,23,0.65,13
Chase Edmonds,45851,HB,1,ARI,4,2,15,26,0.58,13
JuJu Smith-Schuster,11817,WR,1,PIT,10,7,28,48,0.58,13
Jeremy McNichols,11917,HB,1,TEN,4,3,15,26,0.58,13
Darius Slayton,25578,WR,1,NYG,1,1,14,25,0.56,13
Kenyan Drake,10707,HB,1,ARI,3,2,9,16,0.56,13
Ryan Izzo,47327,TE,1,NE,1,1,6,11,0.55,13
Stephen Anderson,11160,TE,1,LAC,2,1,6,11,0.55,13
Jaylen Samuels,47297,HB,1,PIT,3,3,11,22,0.5,13
Derrick Henry,10679,HB,1,TEN,1,1,9,18,0.5,13
Chad Beebe,21528,WR,1,MIN,2,2,10,20,0.5,13
Adam Humphries,10075,WR,1,TEN,4,1,9,18,0.5,13
Kaden Smith,40973,TE,1,NYG,1,1,3,6,0.5,13
Alvin Kamara,11822,HB,1,NO,3,2,9,20,0.45,13
Todd Gurley II,9443,HB,1,ATL,1,1,4,9,0.44,13
Tony Pollard,27126,HB,1,DAL,1,1,6,14,0.43,13
Kerryon Johnson,34455,HB,1,DET,3,2,8,20,0.4,13
Jalen Richard,11395,HB,1,LV,1,1,6,16,0.38,13
David Njoku,11784,TE,1,CLE,1,1,5,13,0.38,13
Tyler Conklin,47124,TE,1,MIN,1,1,10,27,0.37,13
Zach Pascal,12303,WR,1,IND,1,1,11,31,0.35,13
Mark Ingram II,6180,HB,1,BAL,1,1,1,3,0.33,13
Kalen Ballage,45741,HB,1,LAC,4,3,5,15,0.33,13
Hayden Hurst,47294,TE,1,ATL,3,1,9,29,0.31,13
Benny Snell Jr.,45954,HB,1,PIT,2,2,5,17,0.29,13
Terry McLaurin,48229,WR,1,WAS,4,2,14,49,0.29,13
Blake Bell,9550,TE,1,DAL,1,1,2,7,0.29,13
Jordan Akins,47050,TE,1,HOU,3,2,10,36,0.28,13
Isaiah Wright,40113,WR,1,WAS,3,1,5,20,0.25,13
Darrel Williams,13014,HB,1,KC,2,1,5,21,0.24,13
Andy Isabella,47448,WR,1,ARI,5,2,7,35,0.2,13
Jerry Jeudy,61103,WR,1,DEN,3,1,5,25,0.2,13
Keelan Cole,51593,WR,1,JAX,2,1,7,37,0.19,13
Hunter Henry,10669,TE,1,LAC,2,1,5,28,0.18,13
Jakob Johnson,32565,FB,1,NE,1,1,1,6,0.17,13
David Moore,11981,WR,1,SEA,2,1,6,37,0.16,13
Raheem Mostert,9783,HB,1,SF,1,1,1,9,0.11,13
Devin Duvernay,40006,WR,1,BAL,1,1,2,19,0.11,13
Tyron Johnson,34427,WR,1,LAC,1,1,1,10,0.1,13
James White,8765,HB,1,NE,4,3,1,12,0.08,13
Devontae Booker,10770,HB,1,LV,2,1,1,12,0.08,13
Christian Kirk,47546,WR,1,ARI,3,1,2,40,0.05,13
Zay Jones,11792,WR,1,LV,1,0,0,2,0,13
Freddie Swain,26448,WR,1,SEA,1,0,0,18,0,13
Bryan Edwards,28486,WR,1,LV,1,0,0,7,0,13
Tommylee Lewis,11231,WR,1,NO,1,0,0,1,0,13
Jaeden Graham,31849,TE,1,ATL,1,0,0,4,0,13
Brandon Allen,10835,QB,1,CIN,1,0,0,1,0,13
Jerald Hawkins,10757,T,1,PIT,1,0,0,1,0,13
Troy Fumagalli,47333,TE,1,DEN,1,0,0,1,0,13
Anthony McFarland Jr.,57289,HB,1,PIT,1,0,0,7,0,13
Kahale Warring,37213,TE,1,HOU,1,0,0,6,0,13
Boston Scott,39462,HB,1,PHI,2,0,0,10,0,13
Geoff Swaim,9679,TE,1,TEN,1,0,0,11,0,13
Miles Sanders,40555,HB,1,PHI,1,0,0,18,0,13
David Johnson,9519,HB,1,HOU,2,0,0,22,0,13
Aaron Brewer,46014,G,1,TEN,1,0,0,1,0,13
Adrian Peterson,3623,HB,1,DET,1,0,0,11,0,13
Eric Saubert,11929,TE,1,JAX,1,0,0,5,0,13
Travis Fulgham,48023,WR,1,PHI,2,0,0,19,0,13
Dare Ogunbowale,12329,HB,1,JAX,2,0,0,8,0,13
Marquez Valdes-Scantling,47809,WR,1,GB,1,0,0,27,0,13
Adam Shaheen,11800,TE,1,MIA,1,0,0,9,0,13
A.J. Green,6156,WR,1,CIN,1,0,0,31,0,13
Jimmy Graham,5619,TE,1,CHI,1,0,0,15,0,13
Mason Schreck,12007,TE,1,CIN,1,0,0,1,0,13
Darren Fells,8549,TE,1,HOU,1,0,0,12,0,13
Latavius Murray,7962,HB,1,NO,2,2,0,14,0,13
Alshon Jeffery,7048,WR,1,PHI,1,0,0,21,0,13
Lee Smith,6311,TE,1,BUF,1,0,0,7,0,13
Kyle Rudolph,6195,TE,1,MIN,2,0,0,35,0,13
John Hightower,84142,WR,1,PHI,2,0,0,15,0,13
Giovani Bernard,7818,HB,1,CIN,2,2,-1,19,-0.05,13
Ito Smith,45932,HB,1,ATL,1,1,-2,15,-0.13,13
C.J. Board,12088,WR,1,NYG,1,1,-2,3,-0.67,13
