posteam,defteam,week,play_type,yards_gained,sack,epa,play_clock
BAL,MIN,9,pass,9,0,-0.3065286031924188,22
MIN,BAL,9,pass,7,0,0.3038001973181963,0
MIN,BAL,9,run,2,0,0.14386991318315268,13
MIN,BAL,9,run,-1,0,-1.9200621396303177,10
BAL,MIN,9,run,9,0,0.7579421838745475,17
BAL,MIN,9,run,3,0,-0.21975846216082573,8
BAL,MIN,9,pass,0,0,-0.47806704696267843,5
BAL,MIN,9,run,5,0,-0.20377617958001792,2
BAL,MIN,9,pass,0,0,-1.1193065820261836,3
MIN,BAL,9,pass,0,0,-0.505870966706425,0
MIN,BAL,9,run,1,0,-0.5275179748423398,9
MIN,BAL,9,pass,20,0,2.2364339398918673,4
MIN,BAL,9,run,0,0,-0.41812961746472865,12
MIN,BAL,9,pass,4,0,-0.08391642570495605,13
MIN,BAL,9,pass,0,0,-1.3386800605803728,2
BAL,MIN,9,pass,0,0,-5.003283577680122,16
MIN,BAL,9,run,-1,0,-0.6406120092142373,9
MIN,BAL,9,pass,0,0,-0.6315950801945291,12
MIN,BAL,9,pass,0,0,-0.4886968340377651,4
BAL,MIN,9,pass,4,0,-0.19191509985830635,0
BAL,MIN,9,run,6,0,0.09178655955474824,27
BAL,MIN,9,run,7,0,0.3643508336972445,28
BAL,MIN,9,pass,0,0,-0.25384646613383666,2
BAL,MIN,9,run,11,0,0.6709818477975205,13
BAL,MIN,9,pass,5,0,2.0442246202146634,16
MIN,BAL,9,run,0,0,-0.10578417673241347,15
BAL,MIN,9,pass,0,0,-0.5776910004206002,10
BAL,MIN,9,run,6,0,-0.4462894997559488,4
BAL,MIN,9,pass,12,0,0.40538169955834746,4
BAL,MIN,9,run,8,0,3.8132358316797763,4
BAL,MIN,9,pass,22,0,1.3208243294502608,2
BAL,MIN,9,run,12,0,0.7396754048531875,6
BAL,MIN,9,pass,3,0,-0.009332557558082044,1
BAL,MIN,9,run,0,0,-0.9459786132210866,5
BAL,MIN,9,pass,3,0,0.15808979090070352,5
BAL,MIN,9,pass,1,0,2.1120983755681664,3
MIN,BAL,9,pass,0,0,-0.5888901459984481,0
MIN,BAL,9,pass,18,0,1.551095842383802,5
MIN,BAL,9,pass,0,0,-1.6437348476611078,13
MIN,BAL,9,run,9,0,2.893840789794922,1
MIN,BAL,9,pass,5,0,0.08039627992548048,16
MIN,BAL,9,pass,9,0,-0.2573817279189825,3
MIN,BAL,9,pass,0,0,-1.1770887025631964,10
BAL,MIN,9,run,1,0,-0.577590539585799,7
BAL,MIN,9,run,7,0,0.47875412506982684,5
BAL,MIN,9,run,1,0,-1.3163699279539287,1
BAL,MIN,9,run,1,0,2.024131418671459,3
BAL,MIN,9,run,4,0,-0.11400643177330494,17
BAL,MIN,9,pass,8,0,0.7201508434955031,5
BAL,MIN,9,run,9,0,0.765478222630918,6
BAL,MIN,9,run,4,0,-0.08529002079740167,14
BAL,MIN,9,pass,0,0,-0.4700774191878736,10
BAL,MIN,9,pass,8,0,0.18369658407755196,2
BAL,MIN,9,run,6,0,1.0548237070906907,7
BAL,MIN,9,pass,-5,1,-1.227203825255856,6
BAL,MIN,9,pass,0,0,-1.0026537438388914,1
BAL,MIN,9,pass,18,0,2.9940993241616525,1
BAL,MIN,9,run,1,0,-0.4408269528648816,7
BAL,MIN,9,pass,11,0,1.1683838292374276,8
BAL,MIN,9,run,3,0,-0.052024454926140606,5
BAL,MIN,9,pass,5,0,1.7207187696476467,3
MIN,BAL,9,run,-8,0,-1.354998939204961,13
MIN,BAL,9,pass,0,0,-0.7156694158911705,3
MIN,BAL,9,pass,5,0,-0.4262611004523933,4
BAL,MIN,9,pass,22,0,1.190576300257817,0
BAL,MIN,9,run,8,0,0.48384901543613523,4
BAL,MIN,9,run,7,0,0.4263993690838106,6
BAL,MIN,9,run,8,0,0.5221977989422157,5
BAL,MIN,9,run,5,0,0.11101309658261016,5
BAL,MIN,9,run,10,0,1.488433398451889,3
BAL,MIN,9,run,1,0,0.6052313735417556,8
MIN,BAL,9,pass,6,0,0.39285521709825844,0
MIN,BAL,9,run,1,0,-0.4287518869386986,15
MIN,BAL,9,pass,27,0,2.01321827218635,20
MIN,BAL,9,run,24,0,1.7960693319910206,27
MIN,BAL,9,pass,0,0,-0.45389069541124627,16
MIN,BAL,9,run,1,0,-0.7022381406859495,8
MIN,BAL,9,pass,0,0,-0.9465540598612279,8
MIN,BAL,9,pass,12,0,3.28061866707867,8
MIN,BAL,9,run,3,0,0.34535910029080696,7
MIN,BAL,9,pass,1,0,1.0460700925032143,12
BAL,MIN,9,pass,6,0,-0.06354327104054391,20
BAL,MIN,9,pass,8,0,0.3909957080031745,23
BAL,MIN,9,pass,0,0,-0.2095962410676293,0
BAL,MIN,9,pass,7,0,-0.016871050000190735,10
BAL,MIN,9,pass,-3,1,-0.3018391662626527,16
BAL,MIN,9,pass,7,0,0.2052433076314628,11
BAL,MIN,9,run,6,0,0.43552891490980983,6
BAL,MIN,9,run,5,0,0.12243776628747582,7
BAL,MIN,9,pass,20,0,1.4475681694457307,5
BAL,MIN,9,run,4,0,-0.1420405990211293,7
BAL,MIN,9,pass,0,0,-5.13466303399764,7
MIN,BAL,9,pass,2,0,-0.39613685058429837,14
MIN,BAL,9,run,-1,0,-0.716543624876067,11
MIN,BAL,9,pass,0,0,-1.1400740661192685,3
BAL,MIN,9,pass,20,0,1.0787244057282805,3
BAL,MIN,9,run,2,0,-0.42246181215159595,24
BAL,MIN,9,pass,7,0,0.30538763641379774,5
BAL,MIN,9,run,3,0,0.5057516086963005,12
BAL,MIN,9,run,19,0,0.9265983880031854,11
BAL,MIN,9,pass,13,0,0.4473852515220642,6
BAL,MIN,9,run,5,0,-0.7375242734560743,0
BAL,MIN,9,run,12,0,1.7354897981276736,18
BAL,MIN,9,run,1,0,-0.43056503746288977,0
NE,CAR,9,run,2,0,-0.46627636114135385,14
NE,CAR,9,pass,7,0,0.8007238605059683,14
NE,CAR,9,run,2,0,0.5170469614677131,18
NE,CAR,9,run,0,0,-0.5279786088503897,8
NE,CAR,9,run,16,0,0.7603272856213152,9
NE,CAR,9,pass,8,0,-0.3000378217548132,7
CAR,NE,9,run,2,0,-0.6090131844393909,10
CAR,NE,9,run,4,0,0.09717064024880528,15
CAR,NE,9,pass,0,0,-1.5751844439655542,18
NE,CAR,9,pass,-4,1,-0.7688290760852396,9
NE,CAR,9,run,12,0,0.40758944768458605,10
NE,CAR,9,pass,12,0,2.1214380448218435,4
NE,CAR,9,pass,0,0,-0.5246292278170586,11
NE,CAR,9,pass,-1,0,-1.0584441798273474,9
NE,CAR,9,pass,4,0,-1.125283045694232,9
CAR,NE,9,run,2,0,-0.5773784352932125,11
CAR,NE,9,pass,13,0,1.2531750253401697,4
CAR,NE,9,pass,0,0,-1.4218917968682945,6
CAR,NE,9,run,0,0,-0.6876757969148457,4
CAR,NE,9,pass,6,0,-0.46929948893375695,5
NE,CAR,9,run,1,0,-0.45791898434981704,14
NE,CAR,9,run,5,0,-0.11132055358029902,9
NE,CAR,9,pass,-13,1,-5.631683469749987,5
CAR,NE,9,run,4,0,-0.08163369644898921,12
CAR,NE,9,run,4,0,-0.006012671394273639,15
CAR,NE,9,run,4,0,0.9071259072516114,9
CAR,NE,9,pass,0,0,-0.4611554618459195,6
CAR,NE,9,run,-2,0,-0.9514804020291194,9
CAR,NE,9,pass,2,0,-0.860548649686574,3
NE,CAR,9,pass,9,0,0.7092687631957233,15
NE,CAR,9,run,2,0,0.01598571054637432,16
NE,CAR,9,run,-1,0,-0.963023726362735,14
NE,CAR,9,pass,41,0,3.54796987073496,9
NE,CAR,9,run,6,0,0.2719416167237796,0
NE,CAR,9,run,2,0,-0.4003367837285623,19
NE,CAR,9,run,13,0,1.8187464612419717,10
NE,CAR,9,run,3,0,1.002526499913074,11
CAR,NE,9,pass,0,0,-0.4579789093695581,13
CAR,NE,9,run,3,0,-0.5119010456837714,4
CAR,NE,9,pass,0,0,-1.2646014536730945,1
NE,CAR,9,run,3,0,-0.2808804630767554,16
NE,CAR,9,pass,0,0,-5.159654296236113,10
CAR,NE,9,pass,6,0,0.30823601881274953,11
CAR,NE,9,run,10,0,0.7642013532458805,9
CAR,NE,9,run,2,0,-1.901771221717354,18
CAR,NE,9,pass,0,0,-0.5723335543880239,8
CAR,NE,9,pass,0,0,-0.712767950740961,1
NE,CAR,9,run,2,0,-0.4432742812205106,8
NE,CAR,9,pass,3,0,-0.1096845748834312,10
NE,CAR,9,pass,28,0,2.3430622483137995,10
NE,CAR,9,run,8,0,0.2826600599219091,11
NE,CAR,9,run,4,0,0.14428075012983754,11
NE,CAR,9,run,11,0,0.9528924936312251,8
NE,CAR,9,run,12,0,0.9508199995034374,12
NE,CAR,9,pass,3,0,-0.26329978689318523,11
NE,CAR,9,run,2,0,-0.2599144349223934,12
NE,CAR,9,pass,7,0,2.8850110887433402,10
CAR,NE,9,pass,5,0,-0.21332616306608543,9
CAR,NE,9,run,1,0,-0.4925277871079743,11
CAR,NE,9,run,3,0,-0.3841316597536206,14
CAR,NE,9,pass,0,0,-1.4585226913914084,1
NE,CAR,9,run,-2,0,-1.017621532548219,14
NE,CAR,9,pass,0,0,-0.8397725410759449,14
NE,CAR,9,run,3,0,-0.8191940253600478,6
CAR,NE,9,run,9,0,0.9212059169076383,13
CAR,NE,9,run,6,0,0.09553725249134004,12
CAR,NE,9,run,0,0,-0.5690242548007518,6
CAR,NE,9,pass,33,0,2.610458913259208,9
CAR,NE,9,run,3,0,-0.2203331273049116,5
CAR,NE,9,pass,13,0,1.2206612452864647,10
CAR,NE,9,run,0,0,-0.4606804088689387,10
CAR,NE,9,pass,0,0,-11.379628139082342,6
CAR,NE,9,run,4,0,-0.06581540731713176,10
CAR,NE,9,run,10,0,0.9689378549810499,8
CAR,NE,9,run,1,0,0.70022859913297,6
CAR,NE,9,pass,0,0,-0.5103159362915903,3
CAR,NE,9,pass,-3,0,-1.4407255148980767,7
CAR,NE,9,pass,0,0,-3.9315262518357486,5
NE,CAR,9,run,6,0,0.39850981475319713,7
NE,CAR,9,run,5,0,0.3316089266445488,10
NE,CAR,9,pass,0,0,-0.49841481167823076,3
NE,CAR,9,pass,0,0,-0.6489791851490736,3
NE,CAR,9,pass,0,0,-0.8743635159838412,8
CAR,NE,9,pass,6,0,-0.23327060136944056,3
CAR,NE,9,pass,21,0,2.357644713483751,17
CAR,NE,9,pass,19,0,1.143484390573576,20
CAR,NE,9,pass,0,0,-0.5497446395456791,10
CAR,NE,9,run,4,0,-0.35581659292802215,6
CAR,NE,9,pass,17,0,2.3123286186601035,10
CAR,NE,9,run,4,0,-0.18161841307301074,4
CAR,NE,9,pass,0,0,-5.250751622312237,5
NE,CAR,9,run,1,0,-0.5088145774789155,9
NE,CAR,9,pass,18,0,1.7847654167562723,9
NE,CAR,9,run,4,0,-0.034317294135689735,4
NE,CAR,9,run,11,0,0.9931324883364141,8
NE,CAR,9,run,2,0,-0.43043724074959755,10
NE,CAR,9,run,5,0,0.08330462267622352,6
NE,CAR,9,run,1,0,-1.778124961303547,6
NE,CAR,9,run,2,0,2.574985348037444,22
NE,CAR,9,run,7,0,0.36335970321670175,5
NE,CAR,9,run,-6,0,-1.5774671051185578,11
NE,CAR,9,run,-1,0,-1.2825392049271613,21
CAR,NE,9,pass,6,0,-0.21490014856681228,3
CAR,NE,9,pass,9,0,0.38215056399349123,21
CAR,NE,9,pass,7,0,1.3728249341947958,22
CAR,NE,9,pass,0,0,-0.4866647285525687,8
CAR,NE,9,pass,12,0,1.2117952511180192,6
CAR,NE,9,pass,0,0,-0.33640903304331005,20
CAR,NE,9,pass,-10,1,-2.1212883040425368,1
CAR,NE,9,pass,0,0,-1.0776825601351447,4
CAR,NE,9,pass,0,0,-1.6750675966613926,6
NE,CAR,9,run,2,0,-0.43664448760682717,8
NE,CAR,9,run,9,0,1.02476675726939,3
NYJ,IND,9,pass,12,0,0.717517230194062,8
NYJ,IND,9,pass,0,0,-0.5585419633425772,10
NYJ,IND,9,pass,11,0,1.4506219015456736,4
NYJ,IND,9,pass,0,0,-0.5698080640286207,4
NYJ,IND,9,run,4,0,-0.4098531771451235,11
NYJ,IND,9,pass,0,0,-1.4675303855910897,8
IND,NYJ,9,run,9,0,0.7582817766815424,14
IND,NYJ,9,run,4,0,-0.16881240345537663,4
IND,NYJ,9,pass,0,0,-0.8080819696187973,11
IND,NYJ,9,pass,9,0,1.7786148658487946,2
IND,NYJ,9,pass,8,0,0.6007919830735773,4
IND,NYJ,9,pass,6,0,0.2581124089192599,6
IND,NYJ,9,pass,13,0,0.7198586609447375,5
IND,NYJ,9,run,34,0,3.048596715205349,12
NYJ,IND,9,pass,0,0,-0.6056835222989321,7
NYJ,IND,9,pass,0,0,-0.7584571777842939,7
NYJ,IND,9,pass,12,0,2.070781933842227,5
NYJ,IND,9,run,5,0,0.02899864478968084,4
NYJ,IND,9,pass,15,0,1.1933310125023127,8
NYJ,IND,9,run,-2,0,-0.8304835718590766,11
NYJ,IND,9,pass,26,0,2.605019507871475,9
NYJ,IND,9,pass,19,0,2.2641083256457932,14
IND,NYJ,9,run,2,0,-0.2848593615926802,9
IND,NYJ,9,run,3,0,-0.28827426536008716,6
IND,NYJ,9,pass,13,0,1.8169174906797707,1
IND,NYJ,9,pass,0,0,-0.5223327211569995,4
IND,NYJ,9,pass,9,0,0.6679018917493522,13
IND,NYJ,9,run,12,0,1.1506010391749442,2
IND,NYJ,9,run,3,0,-0.3841365413973108,9
IND,NYJ,9,run,13,0,1.4195922213839367,6
IND,NYJ,9,run,21,0,2.2199064360465854,2
NYJ,IND,9,pass,0,0,-0.578573043923825,6
NYJ,IND,9,pass,-5,1,-1.5314666163176298,4
NYJ,IND,9,pass,18,0,2.88749040174298,5
NYJ,IND,9,run,5,0,0.13355252030305564,7
NYJ,IND,9,run,3,0,-5.108008614159189,8
IND,NYJ,9,pass,20,0,1.3272477538557723,9
IND,NYJ,9,run,1,0,-0.4765733915846795,1
IND,NYJ,9,pass,12,0,1.1974806959042326,6
IND,NYJ,9,run,3,0,-0.32113624853082,4
IND,NYJ,9,run,6,0,0.6599418300320394,9
IND,NYJ,9,run,0,0,-1.4896385776810348,1
IND,NYJ,9,run,2,0,2.2832229882478714,9
IND,NYJ,9,run,1,0,-0.024559585290262476,20
IND,NYJ,9,pass,1,0,0.7617102376825642,8
NYJ,IND,9,run,16,0,1.091309665585868,8
NYJ,IND,9,pass,18,0,1.3878243827493861,1
NYJ,IND,9,run,3,0,-0.36615434050327167,16
NYJ,IND,9,pass,26,0,2.2151486431830563,18
NYJ,IND,9,run,2,0,-0.3380224900902249,21
NYJ,IND,9,pass,0,0,-0.7010309408651665,8
NYJ,IND,9,pass,0,0,-0.921322528708783,6
IND,NYJ,9,pass,10,0,0.6194068763870746,24
IND,NYJ,9,pass,2,0,-0.5275129532674327,13
IND,NYJ,9,pass,17,0,1.6068727783858776,28
IND,NYJ,9,pass,0,0,-0.3264165880973451,3
IND,NYJ,9,run,9,0,0.4681169640389271,5
IND,NYJ,9,run,11,0,0.5875456997309811,0
IND,NYJ,9,pass,3,0,0.029887511569540948,31
IND,NYJ,9,pass,12,0,0.49022024823352695,3
IND,NYJ,9,pass,11,0,3.0806882155593485,2
IND,NYJ,9,pass,12,0,0.767137348651886,1
IND,NYJ,9,run,2,0,-0.38221864169463515,7
IND,NYJ,9,run,5,0,-0.095378827303648,3
IND,NYJ,9,pass,27,0,2.5712830115808174,3
IND,NYJ,9,pass,31,0,1.9519386424217373,4
IND,NYJ,9,run,2,0,-0.16825429757591337,5
IND,NYJ,9,run,0,0,-1.034022911975626,8
IND,NYJ,9,run,3,0,-1.2286939325858839,10
IND,NYJ,9,run,1,0,-2.515007185167633,5
NYJ,IND,9,run,0,0,-0.5921797442715615,13
NYJ,IND,9,pass,0,0,-0.7036684837657958,10
NYJ,IND,9,pass,7,0,-0.4041723874397576,5
IND,NYJ,9,run,25,0,1.6429798436583951,4
IND,NYJ,9,run,10,0,1.1395665953168646,4
IND,NYJ,9,pass,2,0,0.5544750669505447,10
NYJ,IND,9,run,5,0,-0.009311242029070854,3
NYJ,IND,9,pass,0,0,-0.8388050654903054,22
NYJ,IND,9,pass,0,0,-1.4463322879746556,7
IND,NYJ,9,run,78,0,5.875161031726748,3
NYJ,IND,9,run,3,0,-0.42592062009498477,3
NYJ,IND,9,pass,19,0,1.8352169739082456,20
NYJ,IND,9,pass,20,0,1.3517647843109444,9
NYJ,IND,9,run,4,0,-0.018652127939276397,8
NYJ,IND,9,pass,10,0,0.9791317294002511,21
NYJ,IND,9,pass,19,0,2.249942079826724,10
IND,NYJ,9,run,1,0,-0.5499690463766456,3
IND,NYJ,9,run,0,0,-0.8059917725622654,3
IND,NYJ,9,pass,0,0,-1.4385225414298475,3
NYJ,IND,9,pass,-1,0,-0.7587415482848883,9
NYJ,IND,9,pass,18,0,1.8785279502626508,20
NYJ,IND,9,run,4,0,-0.11798808013554662,11
NYJ,IND,9,pass,0,0,-0.8708720157155767,13
NYJ,IND,9,pass,12,0,2.084147775080055,5
NYJ,IND,9,run,4,0,-0.035125422989949584,14
NYJ,IND,9,run,3,0,-0.12386584543855861,16
NYJ,IND,9,pass,12,0,1.4351270301849581,3
NYJ,IND,9,pass,0,0,-0.47259706928161904,5
NYJ,IND,9,run,1,0,-0.7450467908056453,9
NYJ,IND,9,pass,13,0,3.171106707828585,11
IND,NYJ,9,pass,28,0,1.5608637020923197,3
IND,NYJ,9,pass,0,0,-0.4678779477253556,5
IND,NYJ,9,pass,19,0,1.6762292617931962,2
IND,NYJ,9,pass,0,0,-0.3912877057446167,2
IND,NYJ,9,pass,7,0,0.15193552226992324,4
IND,NYJ,9,pass,0,0,-1.5843982737674507,1
NYJ,IND,9,pass,-3,0,-1.2540378822013736,1
NYJ,IND,9,pass,-9,1,-1.4960722816176713,12
NYJ,IND,9,pass,14,0,3.7860243394970894,9
NYJ,IND,9,pass,0,0,-0.49541050288826227,6
NYJ,IND,9,pass,0,0,-0.7504089472349733,15
NYJ,IND,9,run,11,0,1.9182779549155384,8
NYJ,IND,9,run,9,0,0.7455005233641714,9
NYJ,IND,9,pass,0,0,-0.5277902553789318,20
NYJ,IND,9,run,4,0,0.6048445827909745,5
NYJ,IND,9,pass,12,0,0.64054713252699,23
NYJ,IND,9,run,5,0,0.06565065053291619,22
NYJ,IND,9,pass,5,0,-0.03790942596970126,3
NYJ,IND,9,pass,22,0,3.3849799236049876,17
IND,NYJ,9,run,0,0,-0.5164226021734066,2
IND,NYJ,9,pass,0,1,-0.8629702952457592,3
IND,NYJ,9,pass,0,0,-1.3479276818106882,4
NYJ,IND,9,pass,0,0,-0.5306502864696085,3
NYJ,IND,9,pass,0,0,-0.6048381209839135,8
NYJ,IND,9,pass,0,0,-0.7672015493735671,6
NYJ,IND,9,pass,11,0,2.527022472815588,20
NYJ,IND,9,pass,12,0,0.8197784922085702,28
NYJ,IND,9,pass,10,0,0.3331832722760737,14
NYJ,IND,9,pass,14,0,0.6993597138207406,26
NYJ,IND,9,pass,6,0,0.14606068294961005,7
NYJ,IND,9,pass,8,0,0.5298775461269543,11
NYJ,IND,9,pass,4,0,0.29591869027353823,28
NYJ,IND,9,pass,11,0,0.763168360106647,8
NYJ,IND,9,pass,0,0,-5.279755632218439,28
LA,TEN,9,run,5,0,-0.021382419392466545,11
LA,TEN,9,pass,8,0,0.7564180814661086,26
LA,TEN,9,run,3,0,-0.26575040235184133,8
LA,TEN,9,pass,14,0,1.1832846929319203,5
LA,TEN,9,pass,-9,1,-1.3623764065559953,5
LA,TEN,9,pass,-7,1,-1.5337613518349826,1
LA,TEN,9,run,4,0,-0.905855874530971,4
TEN,LA,9,run,3,0,-0.48280691588297486,18
TEN,LA,9,pass,15,0,1.5961747679393739,12
TEN,LA,9,run,1,0,-0.4748705050442368,11
TEN,LA,9,pass,0,0,-3.512417868245393,11
LA,TEN,9,run,1,0,-0.4089411194436252,10
LA,TEN,9,pass,12,0,1.2668169715907425,9
LA,TEN,9,run,14,0,0.8002451017964631,4
LA,TEN,9,pass,0,0,-0.5765605063643306,24
LA,TEN,9,run,4,0,-0.48078275192528963,5
LA,TEN,9,run,12,0,2.145913006970659,6
LA,TEN,9,run,2,0,-0.4900358412414789,2
LA,TEN,9,pass,4,0,-0.07253122865222394,4
LA,TEN,9,pass,0,0,-1.6430208754145452,7
TEN,LA,9,pass,5,0,-0.011572998482733965,12
TEN,LA,9,run,3,0,-0.23624434601515532,11
TEN,LA,9,pass,-3,0,-2.0195792713202536,5
LA,TEN,9,run,5,0,-0.9417469780892134,16
LA,TEN,9,pass,0,0,-0.7268055002205074,6
LA,TEN,9,pass,0,0,-0.8698708480224013,5
LA,TEN,9,pass,0,0,-1.185763391200453,20
TEN,LA,9,pass,7,0,0.3796502274926752,10
TEN,LA,9,run,-3,0,-1.3385203264188021,15
TEN,LA,9,pass,0,0,-1.4621159126982093,2
LA,TEN,9,run,2,0,-0.48591427970677614,17
LA,TEN,9,pass,7,0,0.34064041217789054,13
LA,TEN,9,pass,0,0,-5.83308050816413,7
TEN,LA,9,pass,2,0,0.7017621888080612,12
LA,TEN,9,pass,0,0,-8.12991799460724,4
LA,TEN,9,run,11,0,0.5796113954856992,12
LA,TEN,9,run,4,0,-0.0895959809422493,7
LA,TEN,9,pass,1,0,-0.5827266317792237,26
LA,TEN,9,pass,-10,1,-2.4082437925972044,4
TEN,LA,9,pass,10,0,0.5710891920607537,17
TEN,LA,9,run,8,0,0.5389879141002893,5
TEN,LA,9,run,-7,0,-1.722430211957544,10
TEN,LA,9,pass,14,0,1.6542686538305134,10
TEN,LA,9,run,0,0,-0.40648792835418135,9
TEN,LA,9,pass,1,0,1.4273754758178256,6
TEN,LA,9,run,1,0,-0.41114613448735327,1
TEN,LA,9,pass,0,0,-0.7280832535470836,7
TEN,LA,9,pass,8,0,0.21902735263574868,1
TEN,LA,9,run,2,0,1.6645972463302314,8
TEN,LA,9,run,4,0,0.27685525227570906,7
TEN,LA,9,run,2,0,0.014933153230231255,4
TEN,LA,9,pass,0,0,-1.0817373896134086,3
TEN,LA,9,run,1,0,2.364064080582466,3
LA,TEN,9,pass,10,0,0.480296527268365,12
LA,TEN,9,pass,-9,1,-1.058614750392735,12
LA,TEN,9,pass,6,0,-0.06288742902688682,23
LA,TEN,9,pass,0,0,-0.8304419326595962,6
TEN,LA,9,pass,-5,1,-0.4602321316488087,17
TEN,LA,9,run,14,0,0.45820390270091593,18
TEN,LA,9,pass,3,0,0.6296187121188268,3
TEN,LA,9,pass,5,0,-0.23620304319774732,17
TEN,LA,9,pass,-6,1,-1.1517240186803974,9
TEN,LA,9,pass,9,0,-0.24078349606133997,4
TEN,LA,9,run,2,0,-0.5165360039100051,9
TEN,LA,9,pass,9,0,1.2780571752227843,24
TEN,LA,9,run,11,0,0.7567380780819803,14
TEN,LA,9,pass,0,0,-0.5582371789496392,7
TEN,LA,9,run,6,0,-0.05500011518597603,7
TEN,LA,9,pass,0,0,-1.9134665583260357,7
LA,TEN,9,pass,18,0,1.2021416807547212,18
LA,TEN,9,run,6,0,-0.18454128922894597,5
LA,TEN,9,pass,20,0,2.22425963380374,0
LA,TEN,9,run,0,0,-0.5543032987043262,8
LA,TEN,9,run,4,0,0.1032926186453551,2
LA,TEN,9,pass,26,0,2.0334430730435997,4
LA,TEN,9,pass,15,0,1.1439576378325,8
LA,TEN,9,pass,0,0,-0.37452977092470974,19
LA,TEN,9,pass,0,0,-0.9582964561413974,2
LA,TEN,9,pass,0,0,-1.8719756631094548,2
TEN,LA,9,run,3,0,-0.4754085475578904,14
TEN,LA,9,pass,4,0,0.04326840862631798,7
TEN,LA,9,pass,7,0,-0.08422361453995109,6
LA,TEN,9,pass,6,0,0.02466303063556552,10
LA,TEN,9,run,3,0,2.9543694108724594e-4,9
LA,TEN,9,pass,17,0,1.391316809458658,1
LA,TEN,9,pass,0,0,-0.5241837799549103,20
LA,TEN,9,pass,6,0,-0.1754807191900909,3
LA,TEN,9,pass,3,0,-0.48885636357590556,24
LA,TEN,9,run,2,0,1.7646225723437965,6
LA,TEN,9,pass,4,0,-0.08694252942223102,9
LA,TEN,9,run,0,0,-0.7754887698683888,2
LA,TEN,9,pass,-6,1,-1.9486864277260711,20
TEN,LA,9,run,4,0,-0.030870151240378618,3
TEN,LA,9,pass,11,0,1.0292895424645394,6
TEN,LA,9,pass,-7,1,-1.3223936830181628,5
TEN,LA,9,pass,7,0,-0.037600985961034894,4
TEN,LA,9,pass,13,0,2.2929195859469473,4
TEN,LA,9,run,2,0,-0.42697972524911165,7
TEN,LA,9,pass,0,0,-0.978720236569643,17
TEN,LA,9,pass,0,0,-1.4228320412803441,3
LA,TEN,9,pass,9,0,0.8269419111311436,13
LA,TEN,9,pass,0,0,-0.5876050284132361,6
LA,TEN,9,pass,22,0,2.909647285938263,1
LA,TEN,9,pass,13,0,0.7404266241937876,22
LA,TEN,9,pass,0,0,-0.44794432423077524,22
LA,TEN,9,pass,7,0,0.14391679363325238,1
LA,TEN,9,pass,2,0,-1.084770963061601,1
LA,TEN,9,pass,0,0,-3.597665768349543,3
TEN,LA,9,run,1,0,-0.5773375595454127,5
TEN,LA,9,run,6,0,0.20356167457066476,1
TEN,LA,9,run,0,0,-0.5917101246886887,2
TEN,LA,9,pass,16,0,1.1605349548044614,5
TEN,LA,9,run,3,0,0.2634898891847115,1
TEN,LA,9,run,2,0,-0.034340522513957694,3
TEN,LA,9,run,1,0,1.2203804906457663,1
LA,TEN,9,pass,13,0,0.7074110873509198,7
LA,TEN,9,pass,3,0,-0.37527015060186386,24
LA,TEN,9,pass,16,0,1.3074714432586916,26
LA,TEN,9,pass,5,0,0.15253499284153804,26
LA,TEN,9,pass,9,0,0.6597124169347808,11
LA,TEN,9,run,8,0,0.5610551143763587,15
LA,TEN,9,pass,6,0,0.42220859695225954,8
LA,TEN,9,pass,0,0,-0.421640066197142,23
LA,TEN,9,pass,0,0,-0.6803733014967293,3
LA,TEN,9,pass,9,0,0.21546483802376315,8
LA,TEN,9,run,4,0,2.1872278758964967,10
LA,TEN,9,run,0,0,-0.47751751719624735,26
LA,TEN,9,pass,0,0,-0.8210265632951632,27
LA,TEN,9,pass,3,0,1.1852053752809297,3
DAL,ATL,10,run,3,0,-0.2744634454138577,15
DAL,ATL,10,pass,37,0,2.7208491265773773,17
DAL,ATL,10,pass,0,0,-0.4322028396418318,12
DAL,ATL,10,run,5,0,-0.04389530362095684,15
DAL,ATL,10,pass,11,0,1.5407191959093325,6
DAL,ATL,10,run,4,0,-0.1813964688917622,4
DAL,ATL,10,pass,0,0,-0.75478168198606,12
DAL,ATL,10,pass,13,0,2.7183848809218034,8
ATL,DAL,10,pass,17,0,0.9941573459655046,13
ATL,DAL,10,run,6,0,0.3719020211137831,14
ATL,DAL,10,pass,18,0,1.239147037616931,11
ATL,DAL,10,run,14,0,1.0785909844562411,12
ATL,DAL,10,run,3,0,-0.129425342194736,5
ATL,DAL,10,pass,0,0,-0.7140471010352485,7
ATL,DAL,10,pass,0,0,-1.217856542104422,3
DAL,ATL,10,run,-3,0,-0.867186151444912,8
DAL,ATL,10,pass,5,0,-0.634957779198885,16
DAL,ATL,10,pass,0,0,-1.1870499160140753,2
ATL,DAL,10,run,2,0,-0.5436052968725562,10
ATL,DAL,10,pass,17,0,1.7136871237307787,13
ATL,DAL,10,pass,14,0,0.9673733471427113,13
ATL,DAL,10,run,3,0,-0.09296183427795768,13
ATL,DAL,10,pass,0,0,-0.6916408515535295,4
ATL,DAL,10,pass,0,0,-1.3454442471265793,6
ATL,DAL,10,pass,0,0,-3.496799805900082,4
DAL,ATL,10,pass,9,0,0.2932726831641048,12
