game_id,closing_be_home,closing_be_away,closing_ml_home,closing_ml_away,home_prob,away_prob,home_away,team,over_under,line,closing_be,closing_odds,closing_prob,home,away,season_type,home_hits,home_score,away_hits,away_score,total_runs,total_hits,home_win,away_win,home_win_margin,away_win_margin,both_teams_score_1,both_teams_score_2,both_teams_score_3,both_teams_score_4,both_teams_score_5,both_teams_score_6,both_teams_score_7,both_teams_score_8,both_teams_score_9,total_over_prob,total_under_prob
90622,0.5833333333333333,0.4566210045662101,-140,119,0.5600266362252664,0.4399733637747336,away,BOS,over,9,0.5,100,0.4772727272727273,TOR,BOS,2023 REG,3,0,9,5,5,12,0,1,-5,5,0,0,0,0,0,0,0,0,0,0.4772727272727273,0.5227272727272727
90622,0.5833333333333333,0.4566210045662101,-140,119,0.5600266362252664,0.4399733637747336,home,TOR,under,9,0.5454545454545454,-120,0.5227272727272727,TOR,BOS,2023 REG,3,0,9,5,5,12,0,1,-5,5,0,0,0,0,0,0,0,0,0,0.4772727272727273,0.5227272727272727
90623,0.45454545454545453,0.5884773662551441,120,-143,0.43498962690881876,0.5650103730911813,away,CLE,over,9,0.5121951219512195,-105,0.48808156828023186,KC,CLE,2023 REG,5,1,14,14,15,19,0,1,-13,13,1,0,0,0,0,0,0,0,0,0.48808156828023186,0.5119184317197681
90623,0.45454545454545453,0.5884773662551441,120,-143,0.43498962690881876,0.5650103730911813,home,KC,under,9,0.5348837209302326,-115,0.5119184317197681,KC,CLE,2023 REG,5,1,14,14,15,19,0,1,-13,13,1,0,0,0,0,0,0,0,0,0.48808156828023186,0.5119184317197681
90624,0.6363636363636364,0.40485829959514175,-175,147,0.6101314952989593,0.38986850470104073,away,SF,over,7.5,0.5238095238095238,-110,0.4988662131519274,SD,SF,2023 REG,6,6,5,1,7,11,1,0,5,-5,1,0,0,0,0,0,0,0,0,0.4988662131519274,0.5011337868480725
90624,0.6363636363636364,0.40485829959514175,-175,147,0.6101314952989593,0.38986850470104073,home,SD,under,7.5,0.5238095238095238,-110,0.5011337868480725,SD,SF,2023 REG,6,6,5,1,7,11,1,0,5,-5,1,0,0,0,0,0,0,0,0,0.4988662131519274,0.5011337868480725
90625,0.4081632653061224,0.6323529411764706,145,-172,0.39162603817037017,0.6083739618296298,away,SD,over,8.5,0.5370370370370371,-116,0.5131785224377817,OAK,SD,2023 REG,6,1,13,10,11,19,0,1,-9,9,1,0,0,0,0,0,0,0,0,0.5131785224377817,0.4868214775622183
90625,0.4081632653061224,0.6323529411764706,145,-172,0.39162603817037017,0.6083739618296298,home,OAK,under,8.5,0.5073891625615764,-103,0.4868214775622183,OAK,SD,2023 REG,6,1,13,10,11,19,0,1,-9,9,1,0,0,0,0,0,0,0,0,0.5131785224377817,0.4868214775622183
90626,0.5535714285714286,0.48309178743961345,-124,107,0.5332757197081732,0.4667242802918268,away,PIT,over,7.5,0.5145631067961165,-106,0.4913668392989033,MIA,PIT,2023 REG,10,6,5,4,10,15,1,0,2,-2,1,1,1,1,0,0,0,0,0,0.4913668392989033,0.5086331607010968
90626,0.5535714285714286,0.48309178743961345,-124,107,0.5332757197081732,0.4667242802918268,home,MIA,under,7.5,0.5305164319248826,-113,0.5086331607010968,MIA,PIT,2023 REG,10,6,5,4,10,15,1,0,2,-2,1,1,1,1,0,0,0,0,0,0.4913668392989033,0.5086331607010968
