Position,Player,Points,Salary,Team,Opp,Minutes,Date,Started,Home.Away,Win.Loss
SF,Mindaugas Kuzminskas,8.8,3000,NYK,CLE,9,2016-10-25,0,Away,Loss
SF/PF,Lance Thomas,8.2,3100,NYK,CLE,16,2016-10-25,0,Away,Loss
SF,Davis Bertans,6.8,3000,SAS,GSW,3,2016-10-25,0,Away,Win
PF,David West,6.5,3100,GSW,SAS,10,2016-10-25,0,Home,Loss
SF,Maurice Harkless,5.8,3700,POR,UTA,22,2016-10-25,1,Home,Win
SF,Joe Ingles,5,3500,UTA,POR,14,2016-10-25,0,Away,Loss
PF,Meyers Leonard,2.8,3600,POR,UTA,9,2016-10-25,0,Home,Win
PF,Kevon Looney,0,3000,GSW,SAS,3,2016-10-25,0,Home,Loss
PF/C,Draymond Green,55.5,7200,GSW,SAS,32,2016-10-25,1,Home,Loss
PF/C,LaMarcus Aldridge,51,7100,SAS,GSW,35,2016-10-25,1,Away,Win
PF/C,Kevin Love,48.5,7000,CLE,NYK,24,2016-10-25,1,Home,Win
C,Rudy Gobert,36.5,7000,UTA,POR,40,2016-10-25,1,Away,Loss
PF/C,Ed Davis,18.2,3800,POR,UTA,24,2016-10-25,0,Home,Win
C,Dewayne Dedmon,17.5,3200,SAS,GSW,16,2016-10-25,0,Away,Win
C,Joakim Noah,13.5,5500,NYK,CLE,19,2016-10-25,1,Away,Loss
PF/C,Kyle O'Quinn,13.2,3200,NYK,CLE,15,2016-10-25,0,Away,Loss
PF/C,Trey Lyles,9.5,3600,UTA,POR,17,2016-10-25,0,Away,Loss
C,Pau Gasol,8,6900,SAS,GSW,18,2016-10-25,1,Away,Win
C,Tristan Thompson,6.5,5100,CLE,NYK,22,2016-10-25,1,Home,Win
C,Zaza Pachulia,5.8,4000,GSW,SAS,20,2016-10-25,1,Home,Loss
PF/C,Boris Diaw,5.2,3100,UTA,POR,32,2016-10-25,1,Away,Loss
C,Jeff Withey,5.2,3000,UTA,POR,4,2016-10-25,0,Away,Loss
C,Guillermo Hernangomez,4.8,3000,NYK,CLE,9,2016-10-25,0,Away,Loss
C,Mason Plumlee,4.8,4900,POR,UTA,14,2016-10-25,1,Home,Win
C,Chris Andersen,4,3000,CLE,NYK,5,2016-10-25,0,Home,Win
C,JaVale McGee,2,3000,GSW,SAS,3,2016-10-25,0,Home,Loss
C,Anderson Varejao,1,3000,GSW,SAS,3,2016-10-25,0,Home,Loss
PG/SG,James Harden,70,10900,HOU,LAL,37,2016-10-26,1,Away,Loss
PG,Russell Westbrook,61.5,11500,OKC,PHI,36,2016-10-26,1,Away,Win
PG,Giannis Antetokounmpo,53.8,8800,MIL,CHA,38,2016-10-26,1,Home,Loss
PG,Isaiah Thomas,49.5,7500,BOS,BKN,32,2016-10-26,1,Home,Win
SG,DeMar DeRozan,45.5,7200,TOR,DET,34,2016-10-26,1,Home,Win
PG,Tim Frazier,43.2,4800,NOR,DEN,36,2016-10-26,1,Home,Loss
SG,Monta Ellis,43.2,5100,IND,DAL,44,2016-10-26,1,Home,Win
PG,Deron Williams,40.8,5400,DAL,IND,40,2016-10-26,1,Away,Loss
PG,Jeff Teague,39,6000,IND,DAL,36,2016-10-26,1,Home,Win
SG,Avery Bradley,37.8,4800,BOS,BKN,34,2016-10-26,1,Home,Win
PG,Kemba Walker,36,7700,CHA,MIL,35,2016-10-26,1,Away,Win
SG,Evan Fournier,35.5,6400,ORL,MIA,39,2016-10-26,1,Home,Loss
PG/SG,Jordan Clarkson,35.2,6100,LAL,HOU,24,2016-10-26,0,Home,Win
PG/SG,Jose Barea,35,3600,DAL,IND,39,2016-10-26,0,Away,Loss
PG,Wade Baldwin,34.2,3000,MEM,MIN,24,2016-10-26,0,Home,Win
PG,Mike Conley,34.2,6800,MEM,MIN,29,2016-10-26,1,Home,Win
SG,Joe Harris,34,3000,BKN,BOS,25,2016-10-26,0,Away,Loss
PG,Ty Lawson,32.5,5500,SAC,PHO,35,2016-10-26,1,Away,Win
SG,Zach LaVine,32.2,5400,MIN,MEM,33,2016-10-26,1,Away,Loss
PG,Eric Bledsoe,32,7900,PHO,SAC,29,2016-10-26,1,Home,Loss
PG,Sergio Rodriguez,31.5,3200,PHI,OKC,31,2016-10-26,1,Home,Loss
PG,Goran Dragic,31,7000,MIA,ORL,28,2016-10-26,1,Away,Win
PG/SG,Tyler Johnson,30.5,4200,MIA,ORL,28,2016-10-26,0,Away,Win
PG,Elfrid Payton,30.5,5600,ORL,MIA,37,2016-10-26,1,Home,Loss
PG,Kyle Lowry,29.8,7800,TOR,DET,37,2016-10-26,1,Home,Win
PG,Jeremy Lin,28.2,6000,BKN,BOS,27,2016-10-26,1,Away,Loss
PG,D'Angelo Russell,28.2,7300,LAL,HOU,29,2016-10-26,1,Home,Win
SG,Eric Gordon,27.8,5000,HOU,LAL,34,2016-10-26,1,Away,Loss
PG,Emmanuel Mudiay,23.2,6200,DEN,NOR,28,2016-10-26,1,Away,Win
SG,Dion Waiters,22,4100,MIA,ORL,33,2016-10-26,1,Away,Win
SG,Malcolm Brogdon,21.8,3300,MIL,CHA,21,2016-10-26,0,Home,Loss
SG,Louis Williams,21.5,4200,LAL,HOU,14,2016-10-26,0,Home,Win
SG,E'Twaun Moore,21.2,4500,NOR,DEN,28,2016-10-26,1,Home,Loss
SG,Seth Curry,20.8,3800,DAL,IND,15,2016-10-26,0,Away,Loss
SG,Sean Kilpatrick,20.5,3600,BKN,BOS,22,2016-10-26,0,Away,Loss
PG,Ricky Rubio,20,6400,MIN,MEM,33,2016-10-26,1,Away,Loss
PG,Ishmael Smith,19.8,4700,DET,TOR,33,2016-10-26,1,Away,Loss
SG,Nik Stauskas,19.5,3100,PHI,OKC,22,2016-10-26,0,Home,Loss
PG/SG,Matthew Dellavedova,18.8,4000,MIL,CHA,29,2016-10-26,1,Home,Loss
PG/SG,Victor Oladipo,18.2,7100,OKC,PHI,26,2016-10-26,1,Away,Win
PG/SG,Garrett Temple,18,3500,SAC,PHO,17,2016-10-26,0,Away,Win
PG,Terry Rozier,17.2,3200,BOS,BKN,27,2016-10-26,0,Home,Win
PG,T.J. McConnell,16.5,3800,PHI,OKC,16,2016-10-26,0,Home,Loss
PG,Jameer Nelson,16.5,3000,DEN,NOR,19,2016-10-26,0,Away,Win
SG,Nick Young,16.2,3300,LAL,HOU,26,2016-10-26,1,Home,Win
PG,Kris Dunn,16,3800,MIN,MEM,15,2016-10-26,0,Away,Loss
PG,Cory Joseph,15.5,3500,TOR,DET,21,2016-10-26,0,Home,Win
SG,Arron Afflalo,14.8,3700,SAC,PHO,26,2016-10-26,1,Away,Win
PG/SG,Brandon Knight,14.8,6100,PHO,SAC,25,2016-10-26,0,Home,Loss
PG,Andrew Harrison,14.2,3000,MEM,MIN,38,2016-10-26,1,Home,Win
SG,Marco Belinelli,13.5,3300,CHA,MIL,26,2016-10-26,0,Away,Win
SG,Rodney McGruder,13.2,3000,MIA,ORL,23,2016-10-26,0,Away,Win
PG/SG,Rodney Stuckey,12.8,3300,IND,DAL,21,2016-10-26,0,Home,Win
SG,K.J. McDaniels,12.8,3000,HOU,LAL,12,2016-10-26,0,Away,Loss
SG,Gerald Henderson,12.5,3700,PHI,OKC,24,2016-10-26,1,Home,Loss
SG,Kentavious Caldwell-Pope,12,4400,DET,TOR,38,2016-10-26,1,Away,Loss
PG,Semaj Christon,11.2,3000,OKC,PHI,14,2016-10-26,0,Away,Win
PG,Langston Galloway,11,3100,NOR,DEN,10,2016-10-26,0,Home,Loss
SG,Hollis Thompson,10.5,3100,PHI,OKC,13,2016-10-26,0,Home,Loss
SG,Buddy Hield,9.8,3800,NOR,DEN,16,2016-10-26,0,Home,Loss
PG,D.J. Augustin,9.2,3000,ORL,MIA,16,2016-10-26,0,Home,Loss
PG,Beno Udrih,9.2,3300,DET,TOR,14,2016-10-26,0,Away,Loss
PG,Jason Terry,9,3100,MIL,CHA,18,2016-10-26,0,Home,Loss
SG,Ben McLemore,8.5,3100,SAC,PHO,16,2016-10-26,0,Away,Win
PG,Tyler Ulis,8.2,3000,PHO,SAC,13,2016-10-26,0,Home,Loss
PG,Tyler Ennis,8,3000,HOU,LAL,12,2016-10-26,0,Away,Loss
PG/SG,Jamal Murray,7,3900,DEN,NOR,13,2016-10-26,0,Away,Win
PG,Marcelo Huertas,6.5,3000,LAL,HOU,4,2016-10-26,0,Home,Win
PG,Greivis Vasquez,6.5,3500,BKN,BOS,18,2016-10-26,0,Away,Loss
SG,Alex Abrines,3.8,3000,OKC,PHI,13,2016-10-26,0,Away,Win
PG,Ramon Sessions,3.5,3400,CHA,MIL,12,2016-10-26,0,Away,Win
SG,Rashad Vaughn,3.2,3000,MIL,CHA,7,2016-10-26,0,Home,Loss
PG,Isaiah Whitehead,2.8,3000,BKN,BOS,3,2016-10-26,0,Away,Loss
SG,Nicolas Brussino,1.5,3000,DAL,IND,0,2016-10-26,0,Away,Loss
SG,Leandro Barbosa,1.2,3000,PHO,SAC,3,2016-10-26,0,Home,Loss
SG,Malachi Richardson,0,3000,SAC,PHO,2,2016-10-26,0,Away,Win
SG,Joseph Young,0,3000,IND,DAL,3,2016-10-26,0,Home,Win
SF,Michael Kidd-Gilchrist,46,5000,CHA,MIL,34,2016-10-26,1,Away,Win
SF,Paul George,45,8700,IND,DAL,42,2016-10-26,1,Home,Win
PF,Dirk Nowitzki,44,5800,DAL,IND,38,2016-10-26,1,Away,Loss
SF,Rudy Gay,37.2,6300,SAC,PHO,33,2016-10-26,1,Away,Win
PF,Julius Randle,36.8,5900,LAL,HOU,29,2016-10-26,1,Home,Win
SF,Jae Crowder,36.8,5400,BOS,BKN,29,2016-10-26,1,Home,Win
SF,Justise Winslow,36,5000,MIA,ORL,33,2016-10-26,1,Away,Win
SF,Andrew Wiggins,35.2,6500,MIN,MEM,34,2016-10-26,1,Away,Loss
PF,Zach Randolph,35.2,5700,MEM,MIN,24,2016-10-26,0,Home,Win
SF,Marcus Morris,34.8,4600,DET,TOR,31,2016-10-26,1,Away,Loss
PF,Marvin Williams,33,4700,CHA,MIL,28,2016-10-26,1,Away,Win
SF/PF,Aaron Gordon,31.5,6300,ORL,MIA,35,2016-10-26,1,Home,Loss
SG/SF,Will Barton,31.2,4600,DEN,NOR,34,2016-10-26,1,Away,Win
SG/SF,Nicolas Batum,31,6400,CHA,MIL,33,2016-10-26,1,Away,Win
SF,Danilo Gallinari,30.8,6200,DEN,NOR,37,2016-10-26,1,Away,Win
SF,Harrison Barnes,30.8,5800,DAL,IND,34,2016-10-26,1,Away,Loss
PF,Kenneth Faried,30.5,4600,DEN,NOR,28,2016-10-26,0,Away,Win
SG/SF,Wes Matthews,30.2,4900,DAL,IND,39,2016-10-26,1,Away,Loss
SG/SF,Bojan Bogdanovic,29.8,4100,BKN,BOS,23,2016-10-26,1,Away,Loss
SF/PF,Tobias Harris,29.8,5700,DET,TOR,36,2016-10-26,1,Away,Loss
PF,Trevor Booker,29.8,4200,BKN,BOS,24,2016-10-26,1,Away,Loss
PF,Ryan Anderson,28,6700,HOU,LAL,34,2016-10-26,1,Away,Loss
SF,Matt Barnes,27.8,3900,SAC,PHO,27,2016-10-26,0,Away,Win
SF,Robert Covington,26.2,5300,PHI,OKC,31,2016-10-26,1,Home,Loss
SF,T.J. Warren,25.8,4200,PHO,SAC,30,2016-10-26,1,Home,Loss
SF,James Ennis,25.5,3600,MEM,MIN,28,2016-10-26,1,Home,Win
PF,Thaddeus Young,24.8,5500,IND,DAL,34,2016-10-26,1,Home,Win
PF,JaMychal Green,24.8,4100,MEM,MIN,28,2016-10-26,1,Home,Win
SF/PF,Jabari Parker,24,6700,MIL,CHA,29,2016-10-26,1,Home,Loss
SF/PF,James Johnson,23,3000,MIA,ORL,25,2016-10-26,0,Away,Win
SG/SF,Devin Booker,23,6500,PHO,SAC,24,2016-10-26,1,Home,Loss
PF,Jon Leuer,22.2,3300,DET,TOR,22,2016-10-26,0,Away,Loss
SF,Wilson Chandler,21.8,4200,DEN,NOR,30,2016-10-26,0,Away,Win
SF/PF,DeMarre Carroll,21.2,4800,TOR,DET,29,2016-10-26,1,Home,Win
PF,Ersan Ilyasova,20.8,4200,OKC,PHI,20,2016-10-26,0,Away,Win
SG/SF,Andre Roberson,20.2,3400,OKC,PHI,31,2016-10-26,1,Away,Win
SF,Trevor Ariza,20,5800,HOU,LAL,32,2016-10-26,1,Away,Loss
SF,Justin Anderson,18.8,3700,DAL,IND,19,2016-10-26,0,Away,Loss
SF,Jaylen Brown,18.5,3400,BOS,BKN,19,2016-10-26,0,Home,Win
SG/SF,Gerald Green,18.2,3000,BOS,BKN,14,2016-10-26,0,Home,Win
SF/PF,Larry Nance,18.2,3200,LAL,HOU,23,2016-10-26,0,Home,Win
SF,Jerami Grant,18,4000,PHI,OKC,21,2016-10-26,0,Home,Loss
SF,Lance Stephenson,17.2,3000,NOR,DEN,25,2016-10-26,0,Home,Loss
SG/SF,Vince Carter,17.2,3000,MEM,MIN,28,2016-10-26,0,Home,Win
PF,Pascal Siakam,17.2,3600,TOR,DET,21,2016-10-26,1,Home,Win
PF,Jonas Jerebko,17.2,3000,BOS,BKN,18,2016-10-26,0,Home,Win
PF,Terrence Jones,17.2,4500,NOR,DEN,17,2016-10-26,0,Home,Loss
SG/SF,Terrence Ross,17,3200,TOR,DET,18,2016-10-26,0,Home,Win
SF,Luol Deng,16.8,4800,LAL,HOU,28,2016-10-26,1,Home,Win
SF/PF,Dario Saric,15.8,4700,PHI,OKC,27,2016-10-26,1,Home,Loss
PF,Dragan Bender,15.5,3000,PHO,SAC,11,2016-10-26,0,Home,Loss
PF,Anthony Tolliver,15.2,3000,SAC,PHO,14,2016-10-26,0,Away,Win
PF,Richaun Holmes,15.2,4200,PHI,OKC,11,2016-10-26,0,Home,Loss
PF,Marquese Chriss,15,3200,PHO,SAC,22,2016-10-26,0,Home,Loss
SG/SF,C.J. Miles,14.5,3200,IND,DAL,12,2016-10-26,0,Home,Win
PF,Luke Babbitt,13.2,3000,MIA,ORL,18,2016-10-26,1,Away,Win
PF,Lavoy Allen,13.2,3100,IND,DAL,10,2016-10-26,0,Home,Win
SG/SF,Brandon Ingram,12.8,4300,LAL,HOU,23,2016-10-26,0,Home,Win
SF/PF,Jeff Green,11.8,3800,ORL,MIA,25,2016-10-26,0,Home,Loss
PF,Patrick Patterson,11.5,3900,TOR,DET,26,2016-10-26,0,Home,Win
PF,Mirza Teletovic,10.8,4300,MIL,CHA,27,2016-10-26,1,Home,Loss
PF,Domantas Sabonis,10.5,3900,OKC,PHI,16,2016-10-26,1,Away,Win
SF,Michael Beasley,10,3800,MIL,CHA,19,2016-10-26,0,Home,Loss
PF,Jared Dudley,10,3800,PHO,SAC,25,2016-10-26,1,Home,Loss
SG/SF,Mario Hezonja,9.8,3700,ORL,MIA,14,2016-10-26,0,Home,Loss
SF,Rondae Hollis-Jefferson,9,4600,BKN,BOS,23,2016-10-26,1,Away,Loss
SF/PF,Omri Casspi,8.8,4000,SAC,PHO,8,2016-10-26,0,Away,Win
SF,Stanley Johnson,7.2,4100,DET,TOR,13,2016-10-26,0,Away,Loss
SF,Sam Dekker,7.2,3000,HOU,LAL,13,2016-10-26,0,Away,Loss
SF,Corey Brewer,7,3000,HOU,LAL,15,2016-10-26,0,Away,Loss
PF,Nemanja Bjelica,6.2,3000,MIN,MEM,15,2016-10-26,0,Away,Loss
SF,Kyle Singler,6.2,3000,OKC,PHI,21,2016-10-26,0,Away,Win
SF,Solomon Hill,5.8,4000,NOR,DEN,27,2016-10-26,1,Home,Loss
PF,Chris McCullough,4.5,3000,BKN,BOS,3,2016-10-26,0,Away,Loss
SG/SF,Shabazz Muhammad,4.5,3100,MIN,MEM,13,2016-10-26,0,Away,Loss
PF,Deyonta Davis,4.5,3000,MEM,MIN,5,2016-10-26,0,Home,Win
SG/SF,Jeremy Lamb,4.2,3000,CHA,MIL,9,2016-10-26,0,Away,Win
SG/SF,Brandon Rush,3.5,3000,MIN,MEM,13,2016-10-26,0,Away,Loss
PF,Henry Ellenson,2.5,3000,DET,TOR,2,2016-10-26,0,Away,Loss
SF,Michael Gbinije,2,3000,DET,TOR,2,2016-10-26,0,Away,Loss
PF,Dorian Finney-Smith,1.2,3000,DAL,IND,0,2016-10-26,0,Away,Loss
SG/SF,Norman Powell,1.2,3700,TOR,DET,2,2016-10-26,0,Home,Win
SF/PF,Dante Cunningham,1,3000,NOR,DEN,8,2016-10-26,0,Home,Loss
PF,Quincy Acy,0,3000,DAL,IND,0,2016-10-26,0,Away,Loss
SF,Metta World Peace,0,3000,LAL,HOU,2,2016-10-26,0,Home,Win
SF,P.J. Tucker,-0.5,3600,PHO,SAC,5,2016-10-26,0,Home,Loss
SF,Glenn Robinson III,-0.5,3000,IND,DAL,10,2016-10-26,0,Home,Win
PF/C,Anthony Davis,99.5,10100,NOR,DEN,41,2016-10-26,1,Home,Loss
PF/C,Myles Turner,64.5,6200,IND,DAL,37,2016-10-26,1,Home,Win
C,Jonas Valanciunas,48.2,6500,TOR,DET,35,2016-10-26,1,Home,Win
C,Hassan Whiteside,46,8600,MIA,ORL,30,2016-10-26,1,Away,Win
C,Nikola Vucevic,44,6600,ORL,MIA,35,2016-10-26,1,Home,Loss
C,Jusuf Nurkic,40.2,5800,DEN,NOR,26,2016-10-26,1,Away,Win
PF/C,Gorgui Dieng,40,5600,MIN,MEM,34,2016-10-26,1,Away,Loss
C,Roy Hibbert,39.8,3000,CHA,MIL,31,2016-10-26,1,Away,Win
C,Greg Monroe,38,5500,MIL,CHA,29,2016-10-26,0,Home,Loss
C,Karl-Anthony Towns,37.5,9200,MIN,MEM,36,2016-10-26,1,Away,Loss
C,Enes Kanter,37.5,6100,OKC,PHI,24,2016-10-26,0,Away,Win
C,Justin Hamilton,37,3000,BKN,BOS,25,2016-10-26,0,Away,Loss
PF/C,DeMarcus Cousins,35,10600,SAC,PHO,24,2016-10-26,1,Away,Win
PF/C,Al Horford,33.8,7000,BOS,BKN,27,2016-10-26,1,Home,Win
C,Joel Embiid,31.2,5400,PHI,OKC,22,2016-10-26,1,Home,Loss
C,Marc Gasol,31.2,6000,MEM,MIN,32,2016-10-26,1,Home,Win
PF/C,Clint Capela,28.8,5900,HOU,LAL,25,2016-10-26,1,Away,Loss
C,Steven Adams,28.8,5800,OKC,PHI,35,2016-10-26,1,Away,Win
C,Tyler Zeller,26,3000,BOS,BKN,16,2016-10-26,0,Home,Win
PF/C,Serge Ibaka,25.8,6200,ORL,MIA,36,2016-10-26,1,Home,Loss
C,Timofey Mozgov,24,4400,LAL,HOU,22,2016-10-26,1,Home,Win
C,Cody Zeller,23.8,4500,CHA,MIL,14,2016-10-26,0,Away,Win
C,Andre Drummond,23.5,8400,DET,TOR,24,2016-10-26,1,Away,Loss
C,Alex Len,21.2,4900,PHO,SAC,24,2016-10-26,0,Home,Loss
C,Willie Reed,21,3400,MIA,ORL,17,2016-10-26,0,Away,Win
C,Tyson Chandler,20,4600,PHO,SAC,22,2016-10-26,1,Home,Loss
C,Amir Johnson,19.8,3700,BOS,BKN,19,2016-10-26,1,Home,Win
C,Andrew Bogut,19.5,5000,DAL,IND,19,2016-10-26,1,Away,Loss
C,Nene Hilario,16.8,4300,HOU,LAL,22,2016-10-26,0,Away,Loss
C,Al Jefferson,16,3900,IND,DAL,10,2016-10-26,0,Home,Win
PF/C,Nikola Jokic,15.2,6900,DEN,NOR,21,2016-10-26,1,Away,Win
PF/C,Luis Scola,13.2,3400,BKN,BOS,21,2016-10-26,0,Away,Loss
C,Brook Lopez,12.8,7400,BKN,BOS,21,2016-10-26,1,Away,Loss
PF/C,Jahlil Okafor,12.2,5200,PHI,OKC,15,2016-10-26,0,Home,Loss
PF/C,Dwight Powell,12.2,3700,DAL,IND,16,2016-10-26,0,Away,Loss
PF/C,Spencer Hawes,12,3000,CHA,MIL,12,2016-10-26,0,Away,Win
C,Aron Baynes,11.8,3000,DET,TOR,15,2016-10-26,0,Away,Loss
C,Willie Cauley-Stein,11,3800,SAC,PHO,19,2016-10-26,0,Away,Win
C,Cole Aldrich,10.5,3600,MIN,MEM,9,2016-10-26,0,Away,Loss
C,Tarik Black,10.5,3000,LAL,HOU,11,2016-10-26,0,Home,Win
C,John Henson,9,3100,MIL,CHA,10,2016-10-26,0,Home,Loss
C,Kosta Koufos,8,3100,SAC,PHO,13,2016-10-26,1,Away,Win
C,Miles Plumlee,6.8,3300,MIL,CHA,8,2016-10-26,1,Home,Loss
C,Omer Asik,4.8,3300,NOR,DEN,16,2016-10-26,1,Home,Loss
C,Jakob Poeltl,4.5,3000,TOR,DET,12,2016-10-26,0,Home,Win
C,Boban Marjanovic,3.2,3000,DET,TOR,5,2016-10-26,0,Away,Loss
C,Alexis Ajinca,1.2,3200,NOR,DEN,10,2016-10-26,0,Home,Loss
C,Juan Hernangomez,0,3000,DEN,NOR,0,2016-10-26,0,Away,Win
PG,Damian Lillard,46.5,9200,POR,LAC,36,2016-10-27,1,Home,Loss
PG,Chris Paul,43.8,8800,LAC,POR,33,2016-10-27,1,Away,Win
PG,John Wall,39.8,8200,WAS,ATL,30,2016-10-27,1,Away,Loss
SG,Dwyane Wade,39.5,6300,CHI,BOS,32,2016-10-27,1,Home,Win
PG,Isaiah Thomas,37.8,7200,BOS,CHI,34,2016-10-27,1,Away,Loss
SG,Avery Bradley,32.5,4900,BOS,CHI,40,2016-10-27,1,Away,Loss
PG/SG,C.J. McCollum,29,6800,POR,LAC,38,2016-10-27,1,Home,Loss
PG,Rajon Rondo,28.5,6200,CHI,BOS,33,2016-10-27,1,Home,Win
SG,Jamal Crawford,28.2,3600,LAC,POR,25,2016-10-27,0,Away,Win
PG,Ty Lawson,27,5600,SAC,SAS,35,2016-10-27,1,Home,Loss
PG/SG,Tim Hardaway Jr.,26.5,3000,ATL,WAS,22,2016-10-27,0,Home,Win
PG,Terry Rozier,24,3300,BOS,CHI,22,2016-10-27,0,Away,Loss
SG,Manu Ginobili,21.8,3900,SAS,SAC,19,2016-10-27,0,Away,Win
PG,Dennis Schroder,20.5,6500,ATL,WAS,25,2016-10-27,1,Home,Win
SG,Bradley Beal,17.5,5700,WAS,ATL,23,2016-10-27,1,Away,Loss
PG,Michael Carter-Williams,17.5,3600,CHI,BOS,17,2016-10-27,0,Home,Win
PG,Austin Rivers,16.5,3300,LAC,POR,26,2016-10-27,0,Away,Win
SG,Kyle Korver,16.2,3300,ATL,WAS,21,2016-10-27,1,Home,Win
SG,Arron Afflalo,16,3800,SAC,SAS,35,2016-10-27,1,Home,Loss
PG,Malcolm Delaney,13.2,3000,ATL,WAS,19,2016-10-27,0,Home,Win
SG,Ben McLemore,13,3000,SAC,SAS,10,2016-10-27,0,Home,Loss
SG,J.J. Redick,12.8,4600,LAC,POR,29,2016-10-27,1,Away,Win
PG,Trey Burke,12,3000,WAS,ATL,17,2016-10-27,0,Away,Loss
SG,Sheldon McClellan,11.5,3000,WAS,ATL,4,2016-10-27,0,Away,Loss
PG/SG,Raymond Felton,9.8,3200,LAC,POR,16,2016-10-27,0,Away,Win
PG,Patty Mills,9.8,3900,SAS,SAC,22,2016-10-27,0,Away,Win
PG,Tony Parker,9,4400,SAS,SAC,25,2016-10-27,1,Away,Win
SG,Marcus Thornton,7.8,3100,WAS,ATL,20,2016-10-27,0,Away,Loss
PG,Isaiah Canaan,6,3000,CHI,BOS,6,2016-10-27,0,Home,Win
PG,Tomas Satoransky,4.8,3000,WAS,ATL,4,2016-10-27,0,Away,Loss
PG/SG,Garrett Temple,4.5,3200,SAC,SAS,12,2016-10-27,0,Home,Loss
PG,Shabazz Napier,0,3000,POR,LAC,0,2016-10-27,0,Home,Loss
PF,Blake Griffin,55.8,8600,LAC,POR,36,2016-10-27,1,Away,Win
